;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-689,01;-703,89;-689,01;-703,89;-703,89;-703,89;-703,89;-703,89
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-18365,13;-26043,16;-25000,00;-25000,00;-25000,00;-25000,00;-25000,00;-25000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-17,83;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-19054,14;-26764,88;-25689,01;-25703,89;-25703,89;-25703,89;-25703,89;-25703,89
11 - Personalaufwendungen;376488,37;272170,36;274285,97;213495,00;216793,24;220169,20;223541,48;227023,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5076,38;4674,45;5107,92;5455,44;5613,36;5776,44;5887,68;6002,16
14 - Bilanzielle Abschreibungen;992,79;1005,14;705,09;703,89;703,89;703,89;703,89;703,89
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;11550,83;11254,90;13970,01;12004,60;12004,60;12004,60;12004,60;12004,60
17 = Ordentliche Aufwendungen;394108,37;289104,85;294068,99;231658,93;235115,09;238654,13;242137,65;245734,41
18 = Ordentliches Ergebnis (= 10 + 17);375054,23;262339,97;268379,98;205955,04;209411,20;212950,24;216433,76;220030,52
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);375054,23;262339,97;268379,98;205955,04;209411,20;212950,24;216433,76;220030,52
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);375054,23;262339,97;268379,98;205955,04;209411,20;212950,24;216433,76;220030,52
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;98948,76;101255,42;38643,65;23990,11;24026,49;24066,61;24135,68;24279,53
29 = Teilergebnis  (= 26, 27, 28);474002,99;363595,39;307023,63;229945,15;233437,69;237016,85;240569,44;244310,05
