;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-13264,21;-15967,19;-10180,47;-55598,11;-55209,90;-49526,34;-28173,12;-2751,78
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-11047874,88;-13694247,34;-14514600,00;-14665600,00;-14665600,00;-14665600,00;-14838150,00;-14911100,00
5 + Privatrechtliche Leistungsentgelte;;-19775,00;-5200,00;-5200,00;-5200,00;-5200,00;-5200,00;-5200,00
6 + Kostenerstattungen und Kostenumlagen;-34612,14;-71480,82;-29000,04;-27000,00;-27000,00;-27000,00;-27000,00;-27000,00
7 + Sonstige ordentliche Erträge;-348401,87;-20040,99;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-11444153,10;-13821511,34;-14559480,51;-14753898,11;-14753509,90;-14747826,34;-14899023,12;-14946551,78
11 - Personalaufwendungen;7448755,84;7820343,08;11174731,74;8695864,24;8766355,83;8814962,58;8944932,46;9088274,65
12 - Versorgungsaufwendungen;4747,19;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1124015,89;1158666,65;1187324,76;1242571,72;1236301,88;1241789,56;1245540,20;1249309,92
14 - Bilanzielle Abschreibungen;996523,15;858419,40;541976,01;739536,78;470967,89;354208,95;206281,93;89909,18
15 - Transferaufwendungen;15000,00;;10500,00;10500,00;10500,00;10500,00;10500,00;10500,00
16 - Sonstige ordentliche Aufwendungen;4212126,53;5726984,15;5444645,96;5533578,66;5516268,66;5516268,66;5516268,62;5516268,62
17 = Ordentliche Aufwendungen;13801168,60;15564413,28;18359178,47;16222051,40;16000394,26;15937729,75;15923523,21;15954262,37
18 = Ordentliches Ergebnis (= 10 + 17);2357015,50;1742901,94;3799697,96;1468153,29;1246884,36;1189903,41;1024500,09;1007710,59
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2357015,50;1742901,94;3799697,96;1468153,29;1246884,36;1189903,41;1024500,09;1007710,59
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2357015,50;1742901,94;3799697,96;1468153,29;1246884,36;1189903,41;1024500,09;1007710,59
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1092155,70;1346705,17;1324364,58;986520,24;983444,75;979966,98;981954,92;987719,83
29 = Teilergebnis  (= 26, 27, 28);3449171,20;3089607,11;5124062,54;2454673,53;2230329,11;2169870,39;2006455,01;1995430,42
