"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-3.756,48 EUR";"-21.584,13 EUR";"-1.848,78 EUR";"-5.696,63 EUR";"-5.696,65 EUR";"-2.490,08 EUR";"-1.848,78 EUR";"-1.848,77 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-51.822,44 EUR";"-53.379,10 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR";"-43.050,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-8.144,26 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-55.578,92 EUR";"-83.107,49 EUR";"-44.898,78 EUR";"-48.746,63 EUR";"-48.746,65 EUR";"-45.540,08 EUR";"-44.898,78 EUR";"-44.898,77 EUR"
"11 - Personalaufwendungen";"746.150,89 EUR";"934.092,82 EUR";"727.436,15 EUR";"772.754,52 EUR";"747.421,18 EUR";"734.302,69 EUR";"722.944,97 EUR";"727.522,23 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"146.796,97 EUR";"156.288,21 EUR";"146.784,00 EUR";"150.600,00 EUR";"154.500,00 EUR";"158.550,00 EUR";"161.300,00 EUR";"164.150,00 EUR"
"14 - Bilanzielle Abschreibungen";"16.792,66 EUR";"10.901,17 EUR";"8.539,23 EUR";"7.706,66 EUR";"7.247,45 EUR";"3.922,23 EUR";"3.269,82 EUR";"2.853,00 EUR"
"15 - Transferaufwendungen";"54.258,87 EUR";"63.496,33 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR";"47.700,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"204.352,25 EUR";"238.289,19 EUR";"202.579,00 EUR";"236.000,00 EUR";"236.000,00 EUR";"236.000,00 EUR";"236.000,00 EUR";"236.000,00 EUR"
"17 = Ordentliche Aufwendungen";"1.168.351,64 EUR";"1.403.067,72 EUR";"1.133.038,38 EUR";"1.214.761,18 EUR";"1.192.868,63 EUR";"1.180.474,92 EUR";"1.171.214,79 EUR";"1.178.225,23 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"1.112.772,72 EUR";"1.319.960,23 EUR";"1.088.139,60 EUR";"1.166.014,55 EUR";"1.144.121,98 EUR";"1.134.934,84 EUR";"1.126.316,01 EUR";"1.133.326,46 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"1.112.772,72 EUR";"1.319.960,23 EUR";"1.088.139,60 EUR";"1.166.014,55 EUR";"1.144.121,98 EUR";"1.134.934,84 EUR";"1.126.316,01 EUR";"1.133.326,46 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"1.112.772,72 EUR";"1.319.960,23 EUR";"1.088.139,60 EUR";"1.166.014,55 EUR";"1.144.121,98 EUR";"1.134.934,84 EUR";"1.126.316,01 EUR";"1.133.326,46 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"108.094,28 EUR";"137.068,08 EUR";"120.777,00 EUR";"115.575,85 EUR";"113.892,84 EUR";"112.876,84 EUR";"112.031,51 EUR";"112.265,76 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"1.220.867,00 EUR";"1.457.028,31 EUR";"1.208.916,60 EUR";"1.281.590,40 EUR";"1.258.014,82 EUR";"1.247.811,68 EUR";"1.238.347,52 EUR";"1.245.592,22 EUR"
