;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-2,76;-2,76;-0,36;-0,36;-0,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;-3230,76;-3230,76;-3230,76;-3230,76;-3230,76
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-3233,52;-3233,52;-3231,12;-3231,12;-3231,12
11 - Personalaufwendungen;;;;62622,72;62196,43;62136,30;62502,89;63333,84
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;7001371,48;7001412,52;7001454,76;7001495,80;7001538,04
14 - Bilanzielle Abschreibungen;;;;3,48;3,48;1,08;1,08;1,08
15 - Transferaufwendungen;;;;2900,00;3300,00;3800,00;3800,00;3800,00
16 - Sonstige ordentliche Aufwendungen;;;;6092,16;6092,16;6092,16;6092,16;6092,16
17 = Ordentliche Aufwendungen;;;;7072989,84;7073004,59;7073484,30;7073891,93;7074765,12
18 = Ordentliches Ergebnis (= 10 + 17);;;;7069756,32;7069771,07;7070253,18;7070660,81;7071534,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;7069756,32;7069771,07;7070253,18;7070660,81;7071534,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;7069756,32;7069771,07;7070253,18;7070660,81;7071534,00
27 + Erträge aus internen Leistungsbeziehungen;;;;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;372355,37;367822,50;363441,13;360170,21;359136,39
29 = Teilergebnis  (= 26, 27, 28);;;;7442111,69;7437593,57;7433694,31;7430831,02;7430670,39
