;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-26,85;-26,84;-26,85;-526,64;-526,65;-526,64;-193,45;-26,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-104083,84;-30615,07;-53208,87;-53990,84;-54605,83;-55235,89;-55460,79
7 + Sonstige ordentliche Erträge;;-656,90;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-26,85;-104767,58;-30641,92;-53735,51;-54517,49;-55132,47;-55429,34;-55487,63
11 - Personalaufwendungen;2178732,93;2328310,25;1761496,73;1725041,28;1744060,76;1764441,84;1791238,18;1819625,24
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;27971,76;22003,18;29011,00;25000,00;25700,00;26500,00;27000,00;27500,00
14 - Bilanzielle Abschreibungen;4514,02;3318,39;89,37;579,42;579,42;540,68;199,74;33,13
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;25472,55;29377,89;29265,00;29300,00;29300,00;29300,00;29300,00;29300,00
17 = Ordentliche Aufwendungen;2236691,26;2383009,71;1819862,10;1779920,70;1799640,18;1820782,52;1847737,92;1876458,37
18 = Ordentliches Ergebnis (= 10 + 17);2236664,41;2278242,13;1789220,18;1726185,19;1745122,69;1765650,05;1792308,58;1820970,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2236664,41;2278242,13;1789220,18;1726185,19;1745122,69;1765650,05;1792308,58;1820970,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2236664,41;2278242,13;1789220,18;1726185,19;1745122,69;1765650,05;1792308,58;1820970,74
27 + Erträge aus internen Leistungsbeziehungen;-2200516,18;-2329318,68;-1773305,93;-1693688,27;-1711197,21;-1730184,20;-1754894,13;-1781483,28
28 - Aufwendungen aus internen Leistungsbeziehungen;142272,10;135856,07;127867,02;104828,53;104820,10;104818,78;104874,00;104956,81
29 = Teilergebnis  (= 26, 27, 28);178420,33;84779,52;143781,27;137325,45;138745,58;140284,63;142288,45;144444,27
