;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1044357,48;-1572006,59;-129456,00;-1317294,00;0,00;0,00;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-55428,47;-135657,53;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1099785,95;-1707664,12;-129456,00;-1317294,00;0,00;0,00;;
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;417766,10;608305,17;26000,00;1429030,00;0,00;;;
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;205367,85;287875,83;102069,00;309450,00;0,00;0,00;;
16 - Sonstige ordentliche Aufwendungen;18975,78;55192,90;1981,00;;;;;
17 = Ordentliche Aufwendungen;642109,73;951373,90;130050,00;1738480,00;0,00;0,00;;
18 = Ordentliches Ergebnis (= 10 + 17);-457676,22;-756290,22;594,00;421186,00;0,00;0,00;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-457676,22;-756290,22;594,00;421186,00;0,00;0,00;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-457676,22;-756290,22;594,00;421186,00;0,00;0,00;;
27 + Erträge aus internen Leistungsbeziehungen;0,00;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;2789,60;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);-454886,62;-756290,22;594,00;421186,00;0,00;0,00;;
