;"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-31.084,26 EUR";"-34.496,40 EUR";"-40.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-31.084,26 EUR";"-34.496,40 EUR";"-40.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR"
"11 - Personalaufwendungen";"";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"364,68 EUR";"8.460,93 EUR";"750,00 EUR";"750,00 EUR";"750,00 EUR";"750,00 EUR";"750,00 EUR";"750,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"477,51 EUR";"477,51 EUR";"477,51 EUR";"477,51 EUR";"477,51 EUR"
"15 - Transferaufwendungen";"41.574,08 EUR";"";"0,00 EUR";"0,00 EUR";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"95.590,02 EUR";"65.787,36 EUR";"73.010,36 EUR";"51.286,04 EUR";"51.286,04 EUR";"51.286,04 EUR";"51.286,04 EUR";"51.286,04 EUR"
"17 = Ordentliche Aufwendungen";"137.528,78 EUR";"74.248,29 EUR";"73.760,36 EUR";"52.513,55 EUR";"52.513,55 EUR";"52.513,55 EUR";"52.513,55 EUR";"52.513,55 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"106.444,52 EUR";"39.751,89 EUR";"33.760,36 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR"
"19 + Finanzerträge";"-37.903,68 EUR";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"63,54 EUR";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"-37.903,68 EUR";"63,54 EUR";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"68.540,84 EUR";"39.815,43 EUR";"33.760,36 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"68.540,84 EUR";"39.815,43 EUR";"33.760,36 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR";"32.513,55 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"21,45 EUR";"44,68 EUR";"37,59 EUR";"38,53 EUR";"38,40 EUR";"38,04 EUR";"37,57 EUR";"37,57 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"68.562,29 EUR";"39.860,11 EUR";"33.797,95 EUR";"32.552,08 EUR";"32.551,95 EUR";"32.551,59 EUR";"32.551,12 EUR";"32.551,12 EUR"
