"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-3,70 EUR";"-19,84 EUR";"-3,84 EUR";"-38,81 EUR";"-38,81 EUR";"-38,79 EUR";"-37,68 EUR";"-26,28 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"-250,00 EUR";"-250,00 EUR";"-250,00 EUR";"-250,00 EUR";"-250,00 EUR";"-250,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-242,51 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-3,70 EUR";"-262,35 EUR";"-253,84 EUR";"-288,81 EUR";"-288,81 EUR";"-288,79 EUR";"-287,68 EUR";"-276,28 EUR"
"11 - Personalaufwendungen";"512.313,58 EUR";"538.426,16 EUR";"359.269,51 EUR";"448.342,32 EUR";"440.846,78 EUR";"438.203,82 EUR";"436.078,72 EUR";"440.296,28 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"6.389,49 EUR";"6.908,86 EUR";"55.140,76 EUR";"56.331,76 EUR";"56.553,88 EUR";"56.788,12 EUR";"56.944,36 EUR";"57.106,36 EUR"
"14 - Bilanzielle Abschreibungen";"1.611,36 EUR";"622,42 EUR";"366,60 EUR";"443,82 EUR";"351,96 EUR";"351,99 EUR";"350,78 EUR";"339,36 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"10.899,45 EUR";"10.333,09 EUR";"13.067,16 EUR";"14.774,64 EUR";"14.774,64 EUR";"14.774,64 EUR";"14.774,68 EUR";"14.774,68 EUR"
"17 = Ordentliche Aufwendungen";"531.213,88 EUR";"556.290,53 EUR";"427.844,03 EUR";"519.892,54 EUR";"512.527,26 EUR";"510.118,57 EUR";"508.148,54 EUR";"512.516,68 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"531.210,18 EUR";"556.028,18 EUR";"427.590,19 EUR";"519.603,73 EUR";"512.238,45 EUR";"509.829,78 EUR";"507.860,86 EUR";"512.240,40 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"531.210,18 EUR";"556.028,18 EUR";"427.590,19 EUR";"519.603,73 EUR";"512.238,45 EUR";"509.829,78 EUR";"507.860,86 EUR";"512.240,40 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"531.210,18 EUR";"556.028,18 EUR";"427.590,19 EUR";"519.603,73 EUR";"512.238,45 EUR";"509.829,78 EUR";"507.860,86 EUR";"512.240,40 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"92.622,14 EUR";"114.410,04 EUR";"124.205,52 EUR";"54.872,43 EUR";"54.179,12 EUR";"53.749,20 EUR";"53.420,15 EUR";"53.563,37 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"623.832,32 EUR";"670.438,22 EUR";"551.795,71 EUR";"574.476,16 EUR";"566.417,57 EUR";"563.578,98 EUR";"561.281,01 EUR";"565.803,77 EUR"
