;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-58824,26;-46771,18;-47698,95;-40438,54;-40438,53;-40438,58;-40424,71;-40355,59
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-81508,00;-21035,50;-50,00;-1200,00;-1200,00;-1200,00;-1200,00;-1200,00
5 + Privatrechtliche Leistungsentgelte;-407737,50;-261114,81;-250000,00;-220000,00;-220000,00;-220000,00;-220000,00;-220000,00
6 + Kostenerstattungen und Kostenumlagen;-35204,50;-7634,19;-25800,00;-25850,00;-25850,00;-25850,00;-25850,00;-25850,00
7 + Sonstige ordentliche Erträge;-289655,90;-3711,17;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-872930,16;-340266,85;-323598,95;-287538,54;-287538,53;-287538,58;-287524,71;-287455,59
11 - Personalaufwendungen;1440429,81;1442366,36;1429743,62;1408432,52;1413838,18;1425056,13;1436636,51;1455846,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;182435,22;330811,17;281347,32;316689,20;318085,92;319514,48;320493,68;321496,88
14 - Bilanzielle Abschreibungen;111372,21;127536,18;87336,15;106962,70;94125,42;77874,85;69760,09;52773,34
15 - Transferaufwendungen;17250,00;17248,00;23000,00;23000,00;23000,00;23000,00;23000,00;23000,00
16 - Sonstige ordentliche Aufwendungen;91139,58;84237,10;101366,53;86980,43;86980,43;86980,43;86980,39;86980,43
17 = Ordentliche Aufwendungen;1842626,82;2002198,81;1922793,62;1942064,85;1936029,95;1932425,89;1936870,67;1940096,93
18 = Ordentliches Ergebnis (= 10 + 17);969696,66;1661931,96;1599194,67;1654526,31;1648491,42;1644887,31;1649345,96;1652641,34
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);969696,66;1661931,96;1599194,67;1654526,31;1648491,42;1644887,31;1649345,96;1652641,34
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);969696,66;1661931,96;1599194,67;1654526,31;1648491,42;1644887,31;1649345,96;1652641,34
27 + Erträge aus internen Leistungsbeziehungen;-12416,01;-23329,70;-50000,04;-25008,00;-25008,00;-25008,00;-25008,00;-25008,00
28 - Aufwendungen aus internen Leistungsbeziehungen;200841,96;181408,29;193029,26;141770,85;141015,38;140578,63;140392,49;141130,13
29 = Teilergebnis  (= 26, 27, 28);1158122,61;1820010,55;1742223,89;1771289,16;1764498,80;1760457,94;1764730,45;1768763,47
