;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-466568,49;-455675,95;-464120,00;-281150,00;-285774,00;-290430,00;-295122,00;-299900,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-466568,49;-455675,95;-464120,00;-281150,00;-285774,00;-290430,00;-295122,00;-299900,00
11 - Personalaufwendungen;502211,44;526773,64;384103,30;330202,28;319508,17;314207,06;308997,05;310854,05
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19927,13;14516,11;11269,00;11450,00;11700,00;11900,00;12050,00;12200,00
14 - Bilanzielle Abschreibungen;;0,00;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;35659,06;35131,21;39500,00;39500,00;39500,00;39500,00;39500,00;39500,00
17 = Ordentliche Aufwendungen;557797,63;576420,96;434872,30;381152,28;370708,17;365607,06;360547,05;362554,05
18 = Ordentliches Ergebnis (= 10 + 17);91229,14;120745,01;-29247,70;100002,28;84934,17;75177,06;65425,05;62654,05
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);91229,14;120745,01;-29247,70;100002,28;84934,17;75177,06;65425,05;62654,05
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);91229,14;120745,01;-29247,70;100002,28;84934,17;75177,06;65425,05;62654,05
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;22950,57;25268,28;25268,28;16974,24;16974,24;16974,24;16974,24;16974,24
29 = Teilergebnis  (= 26, 27, 28);114179,71;146013,29;-3979,42;116976,52;101908,41;92151,30;82399,29;79628,29
