;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-625,96;-1036,12;-2775,96;-2561,76;-2561,16;-2560,92;-2560,92;-2560,92
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-91296,00;-129533,45;-161050,00;-161050,00;-161050,00;-161050,00;-161050,00;-161050,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;-150,00;-150,00;-150,00;-150,00;-150,00;-150,00
7 + Sonstige ordentliche Erträge;;-35,92;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-91921,96;-130605,49;-164025,96;-163811,76;-163811,16;-163810,92;-163810,92;-163810,92
11 - Personalaufwendungen;89957,77;93150,11;95824,18;90042,72;88883,40;88482,72;88531,44;89558,40
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4407,08;4410,11;9253,32;9454,32;9545,64;9639,96;9704,28;9770,44
14 - Bilanzielle Abschreibungen;434,17;422,10;238,44;14,76;14,28;14,04;14,04;14,04
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;8754,17;8389,51;11127,56;9798,66;9798,66;9798,66;9798,66;9798,66
17 = Ordentliche Aufwendungen;103553,19;106371,83;116443,50;109310,46;108241,98;107935,38;108048,42;109141,54
18 = Ordentliches Ergebnis (= 10 + 17);11631,23;-24233,66;-47582,46;-54501,30;-55569,18;-55875,54;-55762,50;-54669,38
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);11631,23;-24233,66;-47582,46;-54501,30;-55569,18;-55875,54;-55762,50;-54669,38
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);11631,23;-24233,66;-47582,46;-54501,30;-55569,18;-55875,54;-55762,50;-54669,38
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;178160,54;174452,30;177885,71;176727,93;176609,90;176533,54;176493,33;176532,70
29 = Teilergebnis  (= 26, 27, 28);189791,77;150218,64;130303,25;122226,63;121040,72;120658,00;120730,83;121863,32
