"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"";"";"";"";"";"";""
"11 - Personalaufwendungen";"";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"108.238,26 EUR";"99.727,93 EUR";"22.784,00 EUR";"108.450,00 EUR";"109.150,00 EUR";"109.900,00 EUR";"110.400,00 EUR";"110.900,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"746.294,92 EUR";"738.000,00 EUR";"738.000,00 EUR";"738.000,00 EUR";"738.000,00 EUR";"738.000,00 EUR";"738.000,00 EUR";"738.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"60.661,46 EUR";"59.437,08 EUR";"60.850,00 EUR";"61.600,00 EUR";"61.600,00 EUR";"61.600,00 EUR";"61.600,00 EUR";"61.600,00 EUR"
"17 = Ordentliche Aufwendungen";"915.194,64 EUR";"897.165,01 EUR";"821.634,00 EUR";"908.050,00 EUR";"908.750,00 EUR";"909.500,00 EUR";"910.000,00 EUR";"910.500,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"915.194,64 EUR";"897.165,01 EUR";"821.634,00 EUR";"908.050,00 EUR";"908.750,00 EUR";"909.500,00 EUR";"910.000,00 EUR";"910.500,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"915.194,64 EUR";"897.165,01 EUR";"821.634,00 EUR";"908.050,00 EUR";"908.750,00 EUR";"909.500,00 EUR";"910.000,00 EUR";"910.500,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"915.194,64 EUR";"897.165,01 EUR";"821.634,00 EUR";"908.050,00 EUR";"908.750,00 EUR";"909.500,00 EUR";"910.000,00 EUR";"910.500,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"6.368,66 EUR";"1.315,95 EUR";"1.136,47 EUR";"5.599,63 EUR";"5.565,92 EUR";"5.535,80 EUR";"5.509,74 EUR";"5.517,88 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"921.563,30 EUR";"898.480,96 EUR";"822.770,47 EUR";"913.649,63 EUR";"914.315,92 EUR";"915.035,80 EUR";"915.509,74 EUR";"916.017,88 EUR"
