;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2,72;-259,50;-2,76;-265,48;-265,48;-265,48;-265,00;-259,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1016288,32;-320751,79;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-21,39;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1016291,04;-321032,68;-2,76;-265,48;-265,48;-265,48;-265,00;-259,00
11 - Personalaufwendungen;307196,34;301287,74;269229,25;239654,20;242631,16;245882,95;249343,40;253158,50
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22883,37;23779,91;32620,76;33435,56;33565,88;33703,28;33794,96;33890,00
14 - Bilanzielle Abschreibungen;182,95;824,55;94,51;355,80;355,79;355,80;355,31;341,79
15 - Transferaufwendungen;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00
16 - Sonstige ordentliche Aufwendungen;1322557,47;51176,91;105114,64;106023,40;106023,40;106023,40;106023,40;106023,40
17 = Ordentliche Aufwendungen;1723820,13;448069,11;478059,16;450468,96;453576,23;456965,43;460517,07;464413,69
18 = Ordentliches Ergebnis (= 10 + 17);707529,09;127036,43;478056,40;450203,48;453310,75;456699,95;460252,07;464154,69
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);707529,09;127036,43;478056,40;450203,48;453310,75;456699,95;460252,07;464154,69
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);707529,09;127036,43;478056,40;450203,48;453310,75;456699,95;460252,07;464154,69
27 + Erträge aus internen Leistungsbeziehungen;-410278,62;-152321,96;-504287,64;-466775,94;-469867,15;-473255,84;-476855,15;-480909,04
28 - Aufwendungen aus internen Leistungsbeziehungen;23251,32;25285,53;26231,24;16572,46;16556,40;16555,89;16603,08;16754,35
29 = Teilergebnis  (= 26, 27, 28);320501,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00
