;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-136901,10;-141534,92;-103369,87;-104931,20;-104930,94;-104928,10;-104884,80;-104665,05
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-166730,32;-237853,59;-231600,00;-231600,00;-231600,00;-231600,00;-231600,00;-231600,00
5 + Privatrechtliche Leistungsentgelte;-4953,00;-32339,01;-18500,00;-18500,00;-18500,00;-18500,00;-18500,00;-18500,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-25,94;-880,36;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-308610,36;-412607,88;-353469,87;-355031,20;-355030,94;-355028,10;-354984,80;-354765,05
11 - Personalaufwendungen;240070,26;238590,49;250291,83;258519,40;263108,79;267723,23;271765,96;275869,88
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;249606,35;170061,94;170526,08;171304,40;171579,56;171860,72;172053,68;172251,32
14 - Bilanzielle Abschreibungen;19657,85;20311,86;18278,39;15730,16;11252,82;10813,95;10368,24;9873,40
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;15595,80;14613,52;17501,54;15959,26;15959,26;15959,26;15959,26;15959,26
17 = Ordentliche Aufwendungen;524930,26;443577,81;456597,84;461513,22;461900,43;466357,16;470147,14;473953,86
18 = Ordentliches Ergebnis (= 10 + 17);216319,90;30969,93;103127,97;106482,02;106869,49;111329,06;115162,34;119188,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);216319,90;30969,93;103127,97;106482,02;106869,49;111329,06;115162,34;119188,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);216319,90;30969,93;103127,97;106482,02;106869,49;111329,06;115162,34;119188,81
27 + Erträge aus internen Leistungsbeziehungen;-8494,75;-7994,30;-12000,00;-10000,08;-10000,08;-10000,08;-10000,08;-10000,08
28 - Aufwendungen aus internen Leistungsbeziehungen;45041,36;38555,17;41365,96;32574,75;32548,19;32525,72;32531,96;32678,45
29 = Teilergebnis  (= 26, 27, 28);252866,51;61530,80;132493,93;129056,69;129417,60;133854,70;137694,22;141867,18
