;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-32,69;-16482,69;-32,70;-32,69;-32,70;-32,69;-32,70;-32,69
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-37021,56;-11918,01;-21328,50;-21206,14;-21133,21;-21035,95;-20977,60
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-32,69;-53504,25;-11950,71;-21361,19;-21238,84;-21165,90;-21068,65;-21010,29
11 - Personalaufwendungen;617698,75;672657,30;507239,92;548526,12;539569,68;536239,16;534338,12;539764,44
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;57817,32;64870,84;66184,00;71850,00;72450,00;73050,00;73500,00;73950,00
14 - Bilanzielle Abschreibungen;145,01;145,01;145,02;145,01;99,37;95,22;95,22;95,22
15 - Transferaufwendungen;2800,00;18950,00;2500,00;2500,00;2500,00;2500,00;2500,00;2500,00
16 - Sonstige ordentliche Aufwendungen;50763,71;43009,58;55560,00;49300,00;50300,00;50300,00;50300,00;50300,00
17 = Ordentliche Aufwendungen;729224,79;799632,73;631628,94;672321,13;664919,05;662184,38;660733,34;666609,66
18 = Ordentliches Ergebnis (= 10 + 17);729192,10;746128,48;619678,23;650959,94;643680,21;641018,48;639664,69;645599,37
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);729192,10;746128,48;619678,23;650959,94;643680,21;641018,48;639664,69;645599,37
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);729192,10;746128,48;619678,23;650959,94;643680,21;641018,48;639664,69;645599,37
27 + Erträge aus internen Leistungsbeziehungen;-779024,87;-828520,88;-689877,16;-678578,37;-671780,33;-669278,05;-668001,11;-673501,64
28 - Aufwendungen aus internen Leistungsbeziehungen;112996,87;112547,89;126133,45;82637,37;82568,09;82524,63;82497,85;82509,61
29 = Teilergebnis  (= 26, 27, 28);63164,10;30155,49;55934,52;55018,94;54467,97;54265,06;54161,43;54607,34
