;"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-655,97 EUR";"-685,42 EUR";"-655,92 EUR";"-48,32 EUR";"-46,20 EUR";"-45,08 EUR";"-45,09 EUR";"-45,08 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-2.634,00 EUR";"-4.733,60 EUR";"";"-2.000,00 EUR";"-2.000,00 EUR";"-2.000,00 EUR";"-2.000,00 EUR";"-2.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-22.077,00 EUR";"-22.104,27 EUR";"-20.000,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-25.366,97 EUR";"-27.523,29 EUR";"-20.655,92 EUR";"-2.048,32 EUR";"-2.046,20 EUR";"-2.045,08 EUR";"-2.045,09 EUR";"-2.045,08 EUR"
"11 - Personalaufwendungen";"261.146,06 EUR";"270.413,23 EUR";"278.176,58 EUR";"370.585,76 EUR";"365.814,68 EUR";"364.165,08 EUR";"364.366,11 EUR";"368.592,52 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"8.751,32 EUR";"8.157,14 EUR";"8.573,64 EUR";"12.982,36 EUR";"13.358,28 EUR";"13.745,92 EUR";"14.011,16 EUR";"14.283,36 EUR"
"14 - Bilanzielle Abschreibungen";"1.260,31 EUR";"1.225,35 EUR";"691,87 EUR";"61,14 EUR";"58,87 EUR";"57,78 EUR";"57,79 EUR";"57,78 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"42.030,03 EUR";"42.683,70 EUR";"68.448,58 EUR";"27.775,00 EUR";"72.775,00 EUR";"27.775,00 EUR";"72.775,00 EUR";"27.775,08 EUR"
"17 = Ordentliche Aufwendungen";"313.187,72 EUR";"322.479,42 EUR";"355.890,67 EUR";"411.404,26 EUR";"452.006,83 EUR";"405.743,78 EUR";"451.210,06 EUR";"410.708,74 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"287.820,75 EUR";"294.956,13 EUR";"335.234,75 EUR";"409.355,94 EUR";"449.960,63 EUR";"403.698,70 EUR";"449.164,97 EUR";"408.663,66 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"287.820,75 EUR";"294.956,13 EUR";"335.234,75 EUR";"409.355,94 EUR";"449.960,63 EUR";"403.698,70 EUR";"449.164,97 EUR";"408.663,66 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"287.820,75 EUR";"294.956,13 EUR";"335.234,75 EUR";"409.355,94 EUR";"449.960,63 EUR";"403.698,70 EUR";"449.164,97 EUR";"408.663,66 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"43.834,45 EUR";"44.095,73 EUR";"52.720,33 EUR";"49.991,24 EUR";"49.521,98 EUR";"49.223,27 EUR";"49.070,35 EUR";"49.236,77 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"331.655,20 EUR";"339.051,86 EUR";"387.955,08 EUR";"459.347,18 EUR";"499.482,61 EUR";"452.921,97 EUR";"498.235,32 EUR";"457.900,43 EUR"
