;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2550297,45;-309413,65;-200050,33;-178148,12;-154365,99;-129336,97;-107156,63;-92519,26
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-824504,94;-792821,66;-783585,88;-810094,80;-810094,80;-810094,80;-810094,80;-810094,80
6 + Kostenerstattungen und Kostenumlagen;582,93;-13690,59;;;;;;
7 + Sonstige ordentliche Erträge;-1204,07;-315848,16;-1204,11;-1254,34;-1145,13;-638,59;-638,63;-638,59
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3375423,53;-1431774,06;-984840,32;-989497,26;-965605,92;-940070,36;-917890,06;-903252,65
11 - Personalaufwendungen;512633,31;574981,95;810454,80;702223,18;714553,35;727003,65;738278,60;749774,26
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5887728,00;5620927,68;5798907,86;5839033,12;6002368,12;6170596,16;6285623,56;6402960,64
14 - Bilanzielle Abschreibungen;235911,41;344649,23;180752,68;286000,83;259189,46;228959,72;192398,43;172663,10
15 - Transferaufwendungen;2345829,04;20201,69;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;7382444,22;7921283,46;7561266,88;7871544,68;7871544,68;7871544,68;7871544,64;7871544,68
17 = Ordentliche Aufwendungen;16364545,98;14482044,01;14371382,22;14718801,81;14867655,61;15018104,21;15107845,23;15216942,68
18 = Ordentliches Ergebnis (= 10 + 17);12989122,45;13050269,95;13386541,90;13729304,55;13902049,69;14078033,85;14189955,17;14313690,03
19 + Finanzerträge;;;;-123499,96;-123499,96;-123499,96;-123499,96;-123499,96
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-123499,96;-123499,96;-123499,96;-123499,96;-123499,96
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);12989122,45;13050269,95;13386541,90;13605804,59;13778549,73;13954533,89;14066455,21;14190190,07
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);12989122,45;13050269,95;13386541,90;13605804,59;13778549,73;13954533,89;14066455,21;14190190,07
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;629611,14;665239,57;545841,68;572909,33;577687,57;582623,47;585713,08;591051,38
29 = Teilergebnis  (= 26, 27, 28);13618733,59;13715509,52;13932383,58;14178713,92;14356237,30;14537157,36;14652168,29;14781241,45
