"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-47.484,48 EUR";"-46.671,81 EUR";"-43.352,44 EUR";"-41.012,92 EUR";"-41.008,00 EUR";"-41.005,60 EUR";"-41.005,60 EUR";"-41.005,60 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-24.050,00 EUR";"-27.200,00 EUR";"-38.350,00 EUR";"-25.000,00 EUR";"-25.000,00 EUR";"-25.000,00 EUR";"-25.000,00 EUR";"-25.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"-389,84 EUR";"-5.550,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-71.534,48 EUR";"-74.261,65 EUR";"-87.252,44 EUR";"-66.012,92 EUR";"-66.008,00 EUR";"-66.005,60 EUR";"-66.005,60 EUR";"-66.005,60 EUR"
"11 - Personalaufwendungen";"976.444,56 EUR";"1.011.095,77 EUR";"1.040.122,75 EUR";"868.172,72 EUR";"856.994,86 EUR";"853.131,86 EUR";"853.601,36 EUR";"863.502,84 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"33.750,49 EUR";"31.229,43 EUR";"34.551,36 EUR";"32.907,20 EUR";"33.787,88 EUR";"34.696,64 EUR";"35.317,56 EUR";"35.955,44 EUR"
"14 - Bilanzielle Abschreibungen";"4.712,18 EUR";"4.581,23 EUR";"2.586,96 EUR";"142,45 EUR";"137,56 EUR";"135,13 EUR";"135,12 EUR";"135,13 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"75.515,35 EUR";"71.617,45 EUR";"88.426,90 EUR";"65.818,12 EUR";"65.818,12 EUR";"65.818,12 EUR";"65.818,08 EUR";"65.818,08 EUR"
"17 = Ordentliche Aufwendungen";"1.090.422,58 EUR";"1.118.523,88 EUR";"1.165.687,97 EUR";"967.040,49 EUR";"956.738,42 EUR";"953.781,75 EUR";"954.872,12 EUR";"965.411,49 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"1.018.888,10 EUR";"1.044.262,23 EUR";"1.078.435,53 EUR";"901.027,57 EUR";"890.730,42 EUR";"887.776,15 EUR";"888.866,52 EUR";"899.405,89 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"1.018.888,10 EUR";"1.044.262,23 EUR";"1.078.435,53 EUR";"901.027,57 EUR";"890.730,42 EUR";"887.776,15 EUR";"888.866,52 EUR";"899.405,89 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"1.018.888,10 EUR";"1.044.262,23 EUR";"1.078.435,53 EUR";"901.027,57 EUR";"890.730,42 EUR";"887.776,15 EUR";"888.866,52 EUR";"899.405,89 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"164.548,93 EUR";"162.303,13 EUR";"200.446,30 EUR";"117.820,39 EUR";"116.719,39 EUR";"116.018,35 EUR";"115.658,90 EUR";"116.047,57 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"1.183.437,03 EUR";"1.206.565,36 EUR";"1.278.881,83 EUR";"1.018.847,96 EUR";"1.007.449,81 EUR";"1.003.794,50 EUR";"1.004.525,42 EUR";"1.015.453,46 EUR"
