;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-511780,30;-169066,26;-2390645,84;-14810,72;-219810,95;-114810,68;-14811,01;-14775,91
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-43216,40;-25292,32;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00
5 + Privatrechtliche Leistungsentgelte;-124941,16;-141490,17;-541500,00;-616500,00;-616500,00;-616500,00;-616500,00;-616500,00
6 + Kostenerstattungen und Kostenumlagen;-221066,10;-328411,66;-140000,00;-280000,00;-280000,00;-280000,00;-280000,00;-280000,00
7 + Sonstige ordentliche Erträge;-618,50;-57319,05;-466,91;-366,91;-366,91;-366,90;-366,91;-366,90
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-901622,46;-721579,46;-3117612,75;-956677,63;-1161677,86;-1056677,58;-956677,92;-956642,81
11 - Personalaufwendungen;650364,99;682906,90;644210,94;572187,64;581575,24;591127,26;600266,53;609647,89
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2242168,74;2158905,41;1997796,20;2217644,64;2203935,52;2228226,28;2243729,68;2260633,44
14 - Bilanzielle Abschreibungen;129199,50;97375,72;41693,47;38695,82;37508,98;36073,83;34524,45;29791,81
15 - Transferaufwendungen;506037,88;127555,70;2385000,00;0,00;205000,00;100000,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;4332519,12;4251907,87;3783925,23;4272803,42;4109203,42;4109203,42;4109203,42;4109203,42
17 = Ordentliche Aufwendungen;7860290,23;7318651,60;8852625,84;7101331,52;7137223,16;7064630,79;6987724,08;7009276,56
18 = Ordentliches Ergebnis (= 10 + 17);6958667,77;6597072,14;5735013,09;6144653,89;5975545,30;6007953,21;6031046,16;6052633,75
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);6958667,77;6597072,14;5735013,09;6144653,89;5975545,30;6007953,21;6031046,16;6052633,75
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);6958667,77;6597072,14;5735013,09;6144653,89;5975545,30;6007953,21;6031046,16;6052633,75
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;250793,04;246288,46;212972,87;202222,33;200219,06;200197,02;200112,42;200986,93
29 = Teilergebnis  (= 26, 27, 28);7209460,81;6843360,60;5947985,96;6346876,22;6175764,36;6208150,23;6231158,58;6253620,68
