;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2635,87;-2706,86;-2812,56;-3404,64;-2625,24;-241,32;-160,78;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-130539,00;-107930,23;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-13374,56;-25886,46;-33142,12;-33209,31;-33259,35;-33338,06;-33356,91
7 + Sonstige ordentliche Erträge;;-43,40;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-133174,87;-124055,05;-272599,02;-280446,76;-279734,55;-277400,67;-277398,84;-277256,91
11 - Personalaufwendungen;424755,91;419885,42;357070,91;419025,92;419938,96;422119,65;426826,42;433115,90
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;53337,21;47892,65;85677,40;66726,24;68558,36;70439,88;71727,32;73064,24
14 - Bilanzielle Abschreibungen;2892,15;2903,16;2857,82;3450,87;2671,45;287,56;207,00;46,23
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;281108,44;237582,60;379640,28;372099,60;372099,60;375599,60;372099,44;372099,56
17 = Ordentliche Aufwendungen;762093,71;708263,83;825246,41;861302,63;863268,37;868446,69;870860,18;878325,93
18 = Ordentliches Ergebnis (= 10 + 17);628918,84;584208,78;552647,39;580855,87;583533,82;591046,02;593461,34;601069,02
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);628918,84;584208,78;552647,39;580855,87;583533,82;591046,02;593461,34;601069,02
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);628918,84;584208,78;552647,39;580855,87;583533,82;591046,02;593461,34;601069,02
27 + Erträge aus internen Leistungsbeziehungen;-252190,40;-299088,41;-224835,71;-354319,26;-354923,99;-356407,31;-359872,75;-364453,40
28 - Aufwendungen aus internen Leistungsbeziehungen;127951,86;125168,15;129947,58;119529,57;119514,91;119524,61;119559,66;119678,23
29 = Teilergebnis  (= 26, 27, 28);504680,30;410288,52;457759,26;346066,18;348124,74;354163,32;353148,25;356293,85
