;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-25502,79;-25904,73;-20629,70;-18783,22;-14625,47;-1792,75;-1009,32;-151,43
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-8947,33;-17957,29;-23000,00;-21000,00;-21000,00;-21000,00;-21000,00;-21000,00
6 + Kostenerstattungen und Kostenumlagen;-604276,00;-867185,80;-716805,18;-735193,74;-734258,04;-733692,26;-733187,71;-733076,38
7 + Sonstige ordentliche Erträge;;-732,57;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-638726,12;-911780,39;-760434,88;-774976,96;-769883,51;-756485,01;-755197,03;-754227,81
11 - Personalaufwendungen;3411998,22;3897975,28;3680785,56;3690921,84;3591967,92;3540834,48;3509754,55;3540595,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;80003,83;69359,95;115142,60;91823,76;93691,64;95610,12;96922,68;98285,76
14 - Bilanzielle Abschreibungen;59746,31;31402,09;21132,13;19261,66;15047,84;1957,19;1173,76;315,86
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;134830,60;121659,66;131164,36;118964,36;118964,36;118964,36;118964,52;118964,40
17 = Ordentliche Aufwendungen;3686578,96;4120396,98;3948224,65;3920971,62;3819671,76;3757366,15;3726815,51;3758161,30
18 = Ordentliches Ergebnis (= 10 + 17);3047852,84;3208616,59;3187789,77;3145994,66;3049788,25;3000881,14;2971618,48;3003933,49
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3047852,84;3208616,59;3187789,77;3145994,66;3049788,25;3000881,14;2971618,48;3003933,49
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3047852,84;3208616,59;3187789,77;3145994,66;3049788,25;3000881,14;2971618,48;3003933,49
27 + Erträge aus internen Leistungsbeziehungen;-4749117,14;-4858306,32;-4542253,67;-3616171,58;-3581986,33;-3564064,14;-3551346,27;-3560072,78
28 - Aufwendungen aus internen Leistungsbeziehungen;853805,05;819237,23;813205,73;683164,99;678902,53;676111,77;674371,32;675127,24
29 = Teilergebnis  (= 26, 27, 28);-847459,25;-830452,50;-541258,17;212988,07;146704,45;112928,77;94643,53;118987,95
