;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1124,92;-3280,72;-1464,12;-70,82;-14,28;-23,76;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-555,50;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-308390,94;-445992,00;;;;;;
7 + Sonstige ordentliche Erträge;-1156,18;-396,86;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-310672,04;-450225,08;-3464,12;-2070,82;-2014,28;-2023,76;-2000,00;-2000,00
11 - Personalaufwendungen;518855,28;92811,70;149732,82;203028,02;202082,28;674509,58;203413,72;206042,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;108812,23;109309,01;62928,96;7170,64;7291,00;22427,84;7520,36;7599,44
14 - Bilanzielle Abschreibungen;2932,89;3501,04;1464,12;70,82;14,28;23,76;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;18716,83;14368,81;16435,08;12257,56;12257,56;40858,36;12257,52;12257,48
17 = Ordentliche Aufwendungen;649317,23;219990,56;230560,98;222527,04;221645,12;737819,54;223191,60;225899,68
18 = Ordentliches Ergebnis (= 10 + 17);338645,19;-230234,52;227096,86;220456,22;219630,84;735795,78;221191,60;223899,68
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);338645,19;-230234,52;227096,86;220456,22;219630,84;735795,78;221191,60;223899,68
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);338645,19;-230234,52;227096,86;220456,22;219630,84;735795,78;221191,60;223899,68
27 + Erträge aus internen Leistungsbeziehungen;-302715,00;-290996,00;-302736,00;-87900,00;-87900,00;-87900,00;-87900,00;-87900,00
28 - Aufwendungen aus internen Leistungsbeziehungen;128229,69;37621,95;182000,27;46396,16;46220,94;144710,76;46071,07;46173,34
29 = Teilergebnis  (= 26, 27, 28);164159,88;-483608,57;106361,13;178952,38;177951,78;792606,54;179362,67;182173,02
