"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-44.072,98 EUR";"-21.363,17 EUR";"-40.025,08 EUR";"-50,28 EUR";"-50,28 EUR";"-50,28 EUR";"-50,28 EUR";"-50,28 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"-818,64 EUR";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-14.827,00 EUR";"-151.459,59 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR";"-500,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-58.899,98 EUR";"-172.822,76 EUR";"-41.343,72 EUR";"-550,28 EUR";"-550,28 EUR";"-550,28 EUR";"-550,28 EUR";"-550,28 EUR"
"11 - Personalaufwendungen";"351.529,65 EUR";"462.602,46 EUR";"436.458,16 EUR";"533.884,64 EUR";"537.252,18 EUR";"541.284,24 EUR";"549.394,45 EUR";"558.232,11 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"290,41 EUR";"580,09 EUR";"5.720,88 EUR";"855,00 EUR";"855,00 EUR";"855,00 EUR";"855,04 EUR";"855,00 EUR"
"14 - Bilanzielle Abschreibungen";"30,83 EUR";"88,97 EUR";"30,84 EUR";"71,64 EUR";"71,64 EUR";"71,64 EUR";"71,64 EUR";"71,64 EUR"
"15 - Transferaufwendungen";"25.525,38 EUR";"98.040,00 EUR";"40.000,00 EUR";"40.000,00 EUR";"40.000,00 EUR";"40.000,00 EUR";"40.000,00 EUR";"40.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"56.083,60 EUR";"70.659,98 EUR";"13.923,40 EUR";"5.775,60 EUR";"5.775,60 EUR";"5.775,60 EUR";"5.775,56 EUR";"5.775,60 EUR"
"17 = Ordentliche Aufwendungen";"433.459,87 EUR";"631.971,50 EUR";"496.133,28 EUR";"580.586,88 EUR";"583.954,42 EUR";"587.986,48 EUR";"596.096,69 EUR";"604.934,35 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"374.559,89 EUR";"459.148,74 EUR";"454.789,56 EUR";"580.036,60 EUR";"583.404,14 EUR";"587.436,20 EUR";"595.546,41 EUR";"604.384,07 EUR"
"19 + Finanzerträge";"";"";"";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR"
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR"
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"374.559,89 EUR";"459.148,74 EUR";"454.789,56 EUR";"540.036,60 EUR";"543.404,14 EUR";"547.436,20 EUR";"555.546,41 EUR";"564.384,07 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"374.559,89 EUR";"459.148,74 EUR";"454.789,56 EUR";"540.036,60 EUR";"543.404,14 EUR";"547.436,20 EUR";"555.546,41 EUR";"564.384,07 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"227.376,81 EUR";"191.730,91 EUR";"215.775,20 EUR";"197.571,26 EUR";"197.401,35 EUR";"197.270,97 EUR";"197.422,92 EUR";"197.778,86 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"601.936,70 EUR";"650.879,65 EUR";"670.564,76 EUR";"737.607,86 EUR";"740.805,49 EUR";"744.707,17 EUR";"752.969,33 EUR";"762.162,93 EUR"
