"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"-281.508,07 EUR";"-281.508,07 EUR";"-281.503,12 EUR";"-281.503,12 EUR";"-281.503,12 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR";"-3.230,76 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"-965.012,52 EUR";"-989.689,80 EUR";"-1.015.054,08 EUR";"-1.026.573,76 EUR";"-1.052.709,08 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"";"";"-1.249.751,35 EUR";"-1.274.428,63 EUR";"-1.299.787,96 EUR";"-1.311.307,64 EUR";"-1.337.442,96 EUR"
"11 - Personalaufwendungen";"";"";"";"110.278,92 EUR";"105.050,56 EUR";"102.069,04 EUR";"99.495,25 EUR";"99.849,62 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"";"";"3.479,36 EUR";"3.546,32 EUR";"3.615,20 EUR";"3.682,12 EUR";"3.751,16 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"12,02 EUR";"12,02 EUR";"7,12 EUR";"7,11 EUR";"7,12 EUR"
"15 - Transferaufwendungen";"";"";"";"4.571.303,00 EUR";"4.647.248,00 EUR";"4.674.120,00 EUR";"4.698.929,00 EUR";"4.724.533,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"";"";"";"9.169,20 EUR";"9.169,20 EUR";"9.169,20 EUR";"9.169,20 EUR";"9.169,20 EUR"
"17 = Ordentliche Aufwendungen";"";"";"";"4.694.242,50 EUR";"4.765.026,10 EUR";"4.788.980,56 EUR";"4.811.282,68 EUR";"4.837.310,10 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"";"";"";"3.444.491,15 EUR";"3.490.597,47 EUR";"3.489.192,60 EUR";"3.499.975,04 EUR";"3.499.867,14 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"";"";"";"3.444.491,15 EUR";"3.490.597,47 EUR";"3.489.192,60 EUR";"3.499.975,04 EUR";"3.499.867,14 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"";"";"";"3.444.491,15 EUR";"3.490.597,47 EUR";"3.489.192,60 EUR";"3.499.975,04 EUR";"3.499.867,14 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"";"";"21.590,87 EUR";"21.255,28 EUR";"21.040,97 EUR";"20.866,36 EUR";"20.871,97 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"";"";"";"3.466.082,02 EUR";"3.511.852,75 EUR";"3.510.233,57 EUR";"3.520.841,40 EUR";"3.520.739,11 EUR"
