;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-4451,26;-4820,80;-4032,41;-7830,10;-7830,06;-7830,10;-6948,97;-972,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2703500,16;-2609351,93;-2025000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00
5 + Privatrechtliche Leistungsentgelte;-27939,79;-27362,47;-46200,00;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-38163,56;-45750,49;-34900,00;-34000,00;-34000,00;-34000,00;-34000,00;-34000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2774054,77;-2687285,69;-2110132,41;-2201830,10;-2201830,06;-2201830,10;-2200948,97;-2194972,00
11 - Personalaufwendungen;2890423,72;3908437,79;4597784,64;4288223,80;4299858,14;4328564,09;4367249,85;4428025,56
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1559366,14;1415918,32;1028038,08;1117187,44;1121114,92;1125542,40;1128304,92;1131067,40
14 - Bilanzielle Abschreibungen;23403,72;13076,12;7611,84;10084,42;9126,28;9126,31;8157,59;1160,46
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;245328,53;233203,73;218424,30;247603,12;247693,12;247783,12;247873,16;247973,12
17 = Ordentliche Aufwendungen;4718522,11;5570635,96;5851858,86;5663098,78;5677792,46;5711015,92;5751585,52;5808226,54
18 = Ordentliches Ergebnis (= 10 + 17);1944467,34;2883350,27;3741726,45;3461268,68;3475962,40;3509185,82;3550636,55;3613254,54
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1944467,34;2883350,27;3741726,45;3461268,68;3475962,40;3509185,82;3550636,55;3613254,54
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1944467,34;2883350,27;3741726,45;3461268,68;3475962,40;3509185,82;3550636,55;3613254,54
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;2080538,84;1080360,23;881403,54;1073425,71;1070765,44;1069072,78;1068600,50;1070923,29
29 = Teilergebnis  (= 26, 27, 28);4025006,18;3963710,50;4623129,99;4534694,39;4546727,84;4578258,60;4619237,05;4684177,83
