;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-377230,96;-353626,98;-317168,15;0,00;0,00;0,00;0,00;0,00
3 + Sonstige Transfererträge;-1408334,24;-1659490,36;-1115500,00;0,00;0,00;0,00;0,00;0,00
4 + Öffentlich-rechtliche Leistungsentgelte;-13851,25;-20783,75;-5083,20;0,00;0,00;0,00;0,00;0,00
5 + Privatrechtliche Leistungsentgelte;-6503,40;-2515,58;-500,00;;;;;
6 + Kostenerstattungen und Kostenumlagen;-10058145,28;-18186259,51;-26290800,00;0,00;0,00;0,00;0,00;0,00
7 + Sonstige ordentliche Erträge;-1748120,44;-4026481,38;0,00;0,00;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-13612185,57;-24249157,56;-27729051,35;0,00;0,00;0,00;0,00;0,00
11 - Personalaufwendungen;6537230,80;7574679,83;7016080,17;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6415589,59;5975847,53;7908488,72;0,00;0,00;0,00;0,00;0,00
14 - Bilanzielle Abschreibungen;4987,71;3650,93;1954,90;;;;;
15 - Transferaufwendungen;78682726,32;84067081,54;84587490,00;0,00;0,00;0,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;3606046,99;3401419,24;860400,48;0,00;0,00;0,00;0,00;0,00
17 = Ordentliche Aufwendungen;95246581,41;101022679,07;100374414,27;0,00;0,00;0,00;0,00;0,00
18 = Ordentliches Ergebnis (= 10 + 17);81634395,84;76773521,51;72645362,92;0,00;0,00;0,00;0,00;0,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);81634395,84;76773521,51;72645362,92;0,00;0,00;0,00;0,00;0,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);81634395,84;76773521,51;72645362,92;0,00;0,00;0,00;0,00;0,00
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1769410,41;1830998,05;1728800,91;;;;;
29 = Teilergebnis  (= 26, 27, 28);83403806,25;78604519,56;74374163,83;0,00;0,00;0,00;0,00;0,00
