;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15612,00;-14000,00;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;35,00;-4849,82;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-18544,64;-24766,03;-4496,89;-10009,63;-9613,51;-9370,06;-9081,60;-8977,93
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-34121,64;-43615,85;-4496,89;-10009,63;-9613,51;-9370,06;-9081,60;-8977,93
11 - Personalaufwendungen;257071,04;247716,28;168771,20;234922,68;217772,68;207398,72;197971,64;197377,84
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5060,71;27620,07;5366,00;5500,00;5700,00;5850,00;5950,00;6100,00
14 - Bilanzielle Abschreibungen;57,25;2505,67;;;;;;
15 - Transferaufwendungen;5612,00;;;;;;;
16 - Sonstige ordentliche Aufwendungen;49481,11;36113,38;30650,00;30650,00;32300,00;33900,00;33900,00;33900,00
17 = Ordentliche Aufwendungen;317282,11;313955,40;204787,20;271072,68;255772,68;247148,72;237821,64;237377,84
18 = Ordentliches Ergebnis (= 10 + 17);283160,47;270339,55;200290,31;261063,05;246159,17;237778,66;228740,04;228399,91
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);283160,47;270339,55;200290,31;261063,05;246159,17;237778,66;228740,04;228399,91
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);283160,47;270339,55;200290,31;261063,05;246159,17;237778,66;228740,04;228399,91
27 + Erträge aus internen Leistungsbeziehungen;-323908,67;-313623,23;-231275,58;-302409,36;-288543,79;-280740,62;-272336,66;-272016,27
28 - Aufwendungen aus internen Leistungsbeziehungen;67011,12;54698,64;49736,93;65865,45;65779,35;65724,12;65677,41;65671,16
29 = Teilergebnis  (= 26, 27, 28);26262,92;11414,96;18751,66;24519,14;23394,73;22762,16;22080,79;22054,80
