;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-3,83;;-49,08;-49,08;-49,08;-45,00;-0,72
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-906,55;-981,86;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-906,55;-985,69;-2000,00;-2049,08;-2049,08;-2049,08;-2045,00;-2000,72
11 - Personalaufwendungen;119288,09;129654,84;137856,32;125182,68;126326,52;127592,16;129520,00;131586,80
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4171,89;5808,36;6557,08;6727,56;6931,04;7134,52;7237,04;7389,56
14 - Bilanzielle Abschreibungen;230,78;48,72;4,92;49,44;49,44;49,44;45,36;1,08
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;11892,19;18162,82;22453,10;21226,20;21226,20;21226,20;21226,20;21226,20
17 = Ordentliche Aufwendungen;135582,95;153674,74;166871,42;153185,88;154533,20;156002,32;158028,60;160203,64
18 = Ordentliches Ergebnis (= 10 + 17);134676,40;152689,05;164871,42;151136,80;152484,12;153953,24;155983,60;158202,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);134676,40;152689,05;164871,42;151136,80;152484,12;153953,24;155983,60;158202,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);134676,40;152689,05;164871,42;151136,80;152484,12;153953,24;155983,60;158202,92
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;63678,06;17459,48;15038,74;15079,70;15063,85;15055,52;15093,61;15183,26
29 = Teilergebnis  (= 26, 27, 28);198354,46;170148,53;179910,16;166216,50;167547,97;169008,76;171077,21;173386,18
