"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-81.118,77 EUR";"-95.372,00 EUR";"-80.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"-219.651,29 EUR";"-166.250,00 EUR";"-222.500,00 EUR";"-222.500,00 EUR";"-222.500,00 EUR";"-222.500,00 EUR";"-222.500,00 EUR"
"7 + Sonstige ordentliche Erträge";"-5.643,38 EUR";"-25.501,88 EUR";"-40.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-86.762,15 EUR";"-340.525,17 EUR";"-286.250,00 EUR";"-352.500,00 EUR";"-352.500,00 EUR";"-352.500,00 EUR";"-352.500,00 EUR";"-352.500,00 EUR"
"11 - Personalaufwendungen";"467.845,64 EUR";"610.707,84 EUR";"636.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"752,59 EUR";"27.601,99 EUR";"109.050,00 EUR";"109.050,00 EUR";"109.050,00 EUR";"109.050,00 EUR";"109.050,00 EUR";"109.050,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"11.804,43 EUR";"14.765,15 EUR";"14.000,00 EUR";"26.600,00 EUR";"26.600,00 EUR";"26.600,00 EUR";"26.600,00 EUR";"26.600,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"191.447,10 EUR";"310.053,60 EUR";"153.700,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR"
"17 = Ordentliche Aufwendungen";"671.849,76 EUR";"963.128,58 EUR";"912.750,00 EUR";"942.850,00 EUR";"942.850,00 EUR";"942.850,00 EUR";"942.850,00 EUR";"942.850,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"585.087,61 EUR";"622.603,41 EUR";"626.500,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"585.087,61 EUR";"622.603,41 EUR";"626.500,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"585.087,61 EUR";"622.603,41 EUR";"626.500,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"";"0,00 EUR";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"65,39 EUR";"";"416,00 EUR";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"585.153,00 EUR";"622.603,41 EUR";"626.916,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR";"590.350,00 EUR"
