;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-793758,14;-1112552,96;-510774,70;-808670,75;-644235,61;-405371,43;-218034,91;-132534,44
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2014,07;-1193,17;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
5 + Privatrechtliche Leistungsentgelte;-457060,84;-504733,86;-460000,00;-485000,00;-485000,00;-485000,00;-485000,00;-485000,00
6 + Kostenerstattungen und Kostenumlagen;-1856732,61;-3214960,07;-3359228,00;-3351700,00;-3351700,00;-3351700,00;-3351700,00;-3351700,00
7 + Sonstige ordentliche Erträge;-1401,61;-291210,66;-449,48;-215,43;-215,41;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3110967,27;-5124650,72;-4335452,18;-4650586,18;-4486151,02;-4247071,43;-4059734,91;-3974234,44
11 - Personalaufwendungen;7214832,52;7633391,72;6274549,93;6575832,79;6683558,44;6793146,36;6898142,64;7005941,93
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2825022,80;3320716,32;3513054,00;3729903,00;3733953,00;3738153,00;3743753,00;3749303,00
14 - Bilanzielle Abschreibungen;2096140,82;2103559,94;1328168,95;1480571,48;1306309,12;959561,70;664905,26;564816,66
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1714008,28;1464421,23;1706224,00;1620916,00;1610916,00;1600916,00;1600916,00;1600916,00
17 = Ordentliche Aufwendungen;13850004,42;14522089,21;12821996,88;13407223,27;13334736,56;13091777,06;12907716,90;12920977,59
18 = Ordentliches Ergebnis (= 10 + 17);10739037,15;9397438,49;8486544,70;8756637,09;8848585,54;8844705,63;8847981,99;8946743,15
19 + Finanzerträge;0,00;-1608,59;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);0,00;-1608,59;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);10739037,15;9395829,90;8486544,70;8756637,09;8848585,54;8844705,63;8847981,99;8946743,15
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);10739037,15;9395829,90;8486544,70;8756637,09;8848585,54;8844705,63;8847981,99;8946743,15
27 + Erträge aus internen Leistungsbeziehungen;-12373737,64;-10930548,08;-10804836,00;-8381006,67;-8382832,92;-8382014,65;-8375687,08;-8378635,67
28 - Aufwendungen aus internen Leistungsbeziehungen;848359,70;860814,00;689523,35;659152,71;658190,30;657494,84;658282,41;662100,89
29 = Teilergebnis  (= 26, 27, 28);-786340,79;-673904,18;-1628767,95;1034783,13;1123942,92;1120185,82;1130577,32;1230208,37
