;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-11,19;-139,32;-11,40;-201,72;-201,72;-180,96;-50,88;-14,40
3 + Sonstige Transfererträge;-2153671,37;-2295440,54;-1430000,00;-1430000,00;-1430000,00;-1430000,00;-1430000,00;-1430000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2715088,82;-2618733,93;-2700000,00;-2700000,00;-2700000,00;-2700000,00;-2700000,00;-2700000,00
7 + Sonstige ordentliche Erträge;-1670437,13;-120501,58;-160000,00;-160000,00;-160000,00;-160000,00;-160000,00;-160000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6539208,51;-5034815,37;-4290011,40;-4290201,72;-4290201,72;-4290180,96;-4290050,88;-4290014,40
11 - Personalaufwendungen;999866,30;1038725,67;1254090,32;1004770,80;997762,19;997416,98;1001477,47;1014117,65
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;378968,45;437354,76;403983,84;404469,92;405092,96;405735,56;406175,12;406625,48
14 - Bilanzielle Abschreibungen;3588,02;3749,65;3368,52;3558,72;3553,92;3480,36;3350,28;3313,92
15 - Transferaufwendungen;5636379,03;5565116,13;5800000,00;5800000,00;5800000,00;5800000,00;5800000,00;5800000,00
16 - Sonstige ordentliche Aufwendungen;1620970,06;312654,55;71885,32;72898,84;74094,76;75290,56;76486,40;76486,36
17 = Ordentliche Aufwendungen;8639771,86;7357600,76;7533328,00;7285698,28;7280503,83;7281923,46;7287489,27;7300543,41
18 = Ordentliches Ergebnis (= 10 + 17);2100563,35;2322785,39;3243316,60;2995496,56;2990302,11;2991742,50;2997438,39;3010529,01
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2100563,35;2322785,39;3243316,60;2995496,56;2990302,11;2991742,50;2997438,39;3010529,01
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2100563,35;2322785,39;3243316,60;2995496,56;2990302,11;2991742,50;2997438,39;3010529,01
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;172180,78;206435,53;178081,49;152810,75;151584,99;150730,09;150301,23;150737,64
29 = Teilergebnis  (= 26, 27, 28);2272744,13;2529220,92;3421398,09;3148307,31;3141887,10;3142472,59;3147739,62;3161266,65
