;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15616,85;-21096,19;-16449,14;-25601,95;-25495,43;-25495,43;-25463,74;-24104,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-96344,00;-122758,55;-88000,00;-89100,00;-89100,00;-89100,00;-104100,00;-104100,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-9130,97;-12815,07;-9280,97;-9280,97;-9280,97;-9280,97;-9280,97;-9280,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-121091,82;-156669,81;-113730,11;-123982,92;-123876,40;-123876,40;-138844,71;-137485,62
11 - Personalaufwendungen;1006514,25;1218367,50;1022405,03;922520,92;938335,28;954348,66;969134,99;984251,83
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1786220,84;1770841,99;1830846,44;1761120,72;1777512,72;1795154,12;1807093,52;1819182,28
14 - Bilanzielle Abschreibungen;840254,21;779665,72;648786,55;570897,07;556612,00;549216,74;450198,74;408914,94
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1647267,43;1653329,75;1652889,73;1649242,57;1649242,57;1649242,57;1649242,45;1649242,49
17 = Ordentliche Aufwendungen;5280256,73;5422204,96;5154927,75;4903781,28;4921702,57;4947962,09;4875669,70;4861591,54
18 = Ordentliches Ergebnis (= 10 + 17);5159164,91;5265535,15;5041197,64;4779798,36;4797826,17;4824085,69;4736824,99;4724105,92
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);5159164,91;5265535,15;5041197,64;4779798,36;4797826,17;4824085,69;4736824,99;4724105,92
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);5159164,91;5265535,15;5041197,64;4779798,36;4797826,17;4824085,69;4736824,99;4724105,92
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;272502,78;291483,42;264617,37;227282,54;227210,27;227221,19;227273,78;228204,01
29 = Teilergebnis  (= 26, 27, 28);5431667,69;5557018,57;5305815,01;5007080,90;5025036,44;5051306,88;4964098,77;4952309,93
