;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-10464,33;-2399,86;-1113,60;-88,75;-88,75;-88,75;-88,75;-88,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2,86;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1769794,15;-630664,60;-490000,00;-490000,00;-490000,00;-490000,00;-490000,00;-490000,00
7 + Sonstige ordentliche Ertäge;-2381899,77;-66625,12;0,00;0,00;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-4162161,11;-699689,58;-491113,60;-490088,75;-490088,75;-490088,75;-490088,75;-490088,75
11 - Personalaufwendungen;774257,51;769412,33;809509,03;801084,60;806232,84;808864,88;813609,44;821179,44
12 - Versorgungsaufwendungen;0,57;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11818,25;15924,25;14514,80;22351,00;22917,00;23500,00;24100,00;24718,00
14 - Bilanzielle Abschreibungen;17165,23;4773,57;4091,14;2736,37;209,58;209,60;209,58;194,79
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1280223,91;1905589,68;1880860,88;1876240,00;1876240,00;1876740,00;1876740,00;1876740,00
17 = Ordentliche Aufwendungen;2083465,47;2695699,83;2708975,85;2702411,97;2705599,42;2709314,48;2714659,02;2722832,23
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-2078695,64;1996010,25;2217862,25;2212323,22;2215510,67;2219225,73;2224570,27;2232743,48
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-2078695,64;1996010,25;2217862,25;2212323,22;2215510,67;2219225,73;2224570,27;2232743,48
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-2078695,64;1996010,25;2217862,25;2212323,22;2215510,67;2219225,73;2224570,27;2232743,48
27 + Erträge aus internen Leistungsbeziehungen;-1366512,89;-1118745,56;-1118967,96;-1118434,20;-1118434,20;-1118434,20;-1118434,20;-1118434,20
28 - Aufwendungen aus internen Leistungsbeziehungen;172781,73;170054,63;156601,43;102215,16;101201,15;101861,28;102032,45;102329,22
29 = Ergebnis  (= 26, 27, 28);-3272426,80;1047319,32;1255495,72;1196104,18;1198277,62;1202652,81;1208168,52;1216638,50
