;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-39,29;-15,59;-39,25;-39,24;-39,25;-39,24;-39,25
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-411,12;-393,48;-360,84;-360,84;-360,84;-360,84;-360,84
6 + Kostenerstattungen und Kostenumlagen;;-171087,65;;;;;;
7 + Sonstige ordentliche Ertäge;;-21,65;;-129,84;-129,84;-129,84;-129,84;-129,84
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-171559,71;-409,07;-529,93;-529,92;-529,93;-529,92;-529,93
11 - Personalaufwendungen;;413194,16;416255,90;444989,49;448536,56;450943,45;454425,85;459164,05
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;5345710,07;5513130,68;5513031,68;5513031,68;5513067,44;5513140,16;5513215,16
14 - Bilanzielle Abschreibungen;;158,88;125,22;342,10;342,06;342,10;342,06;342,10
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;354575,63;10532,52;6617,64;6617,64;6617,64;6617,64;6617,64
17 = Ordentliche Aufwendungen;;6113638,74;5940044,32;5964980,91;5968527,94;5970970,63;5974525,71;5979338,95
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);;5942079,03;5939635,25;5964450,98;5967998,02;5970440,70;5973995,79;5978809,02
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);;5942079,03;5939635,25;5964450,98;5967998,02;5970440,70;5973995,79;5978809,02
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);;5942079,03;5939635,25;5964450,98;5967998,02;5970440,70;5973995,79;5978809,02
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;530636,77;552111,79;469978,16;460767,02;464471,41;463961,05;463400,51
29 = Ergebnis  (= 26, 27, 28);;6472715,80;6491747,04;6434429,14;6428765,04;6434912,11;6437956,84;6442209,53
