;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15336,37;-32,69;-32,69;-32,69;-32,70;-32,69;-32,70;-32,69
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-11391,00;;-11048,01;-12462,30;-12647,82;-12668,27;-12722,38;-12738,13
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-26727,37;-32,69;-11080,70;-12494,99;-12680,52;-12700,96;-12755,08;-12770,82
11 - Personalaufwendungen;662110,12;615670,41;727396,96;499411,32;507043,76;514686,72;522380,76;529468,68
12 - Versorgungsaufwendungen;0,50;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;115460,54;54761,88;115850,00;110159,00;110759,00;111377,00;112014,00;112670,00
14 - Bilanzielle Abschreibungen;597,08;145,01;82,49;145,01;145,02;145,01;99,37;95,22
15 - Transferaufwendungen;5940,00;2800,00;4100,00;2500,00;2500,00;2500,00;2500,00;2500,00
16 - Sonstige ordentliche Aufwendungen;52415,48;51708,02;73903,49;70910,00;70910,00;70910,00;71910,00;71910,00
17 = Ordentliche Aufwendungen;836523,72;725085,32;921332,94;683125,33;691357,78;699618,73;708904,13;716643,90
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);809796,35;725052,63;910252,24;670630,34;678677,26;686917,77;696149,05;703873,08
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);809796,35;725052,63;910252,24;670630,34;678677,26;686917,77;696149,05;703873,08
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);809796,35;725052,63;910252,24;670630,34;678677,26;686917,77;696149,05;703873,08
27 + Erträge aus internen Leistungsbeziehungen;-882585,13;-779356,36;-967935,48;-737741,05;-744601,51;-752274,24;-760836,56;-768001,74
28 - Aufwendungen aus internen Leistungsbeziehungen;144349,70;117494,11;136163,27;126926,03;126295,85;126350,34;126375,54;126397,63
29 = Ergebnis  (= 26, 27, 28);71560,92;63190,38;78480,03;59815,32;60371,60;60993,87;61688,03;62268,97
