;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-256432,00;-333581,87;-194204,04;-283414,32;-280801,12;-278003,46;-248427,09;-228226,82
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-54310,37;-29698,40;-52872,78;-31600,00;-31600,00;-31600,00;-31600,00;-31600,00
5 + Privatrechtliche Leistungsentgelte;-586663,43;-627860,41;-576300,00;-572100,00;-572100,00;-572100,00;-572100,00;-572100,00
6 + Kostenerstattungen und Kostenumlagen;-663173,32;-736482,88;-636999,96;-636999,96;-636999,96;-636999,96;-636999,96;-636999,96
7 + Sonstige ordentliche Ertäge;-15369,34;-18288,31;-50,00;-10642,80;-10642,78;-10559,54;-10476,28;-10476,28
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1575948,46;-1745911,87;-1460426,78;-1534757,08;-1532143,86;-1529262,96;-1499603,33;-1479403,06
11 - Personalaufwendungen;14173854,44;14683540,17;17366162,56;26503240,92;25783763,34;24720968,25;24207317,37;24349740,34
12 - Versorgungsaufwendungen;9,99;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1341560,53;1459953,86;1608743,80;1731833,00;1732858,60;1761266,00;1789494,40;1818570,24
14 - Bilanzielle Abschreibungen;1043732,66;1139917,77;885219,29;913810,59;841806,82;812444,59;745657,16;682993,40
15 - Transferaufwendungen;6150,00;;0,00;;;;;
16 - Sonstige ordentliche Aufwendungen;3136063,13;3282514,49;3529078,85;3537220,02;3546352,74;3555393,42;3561093,42;3565843,50
17 = Ordentliche Aufwendungen;19701370,75;20565926,29;23389204,50;32686104,53;31904781,50;30850072,26;30303562,35;30417147,48
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);18125422,29;18820014,42;21928777,72;31151347,45;30372637,64;29320809,30;28803959,02;28937744,42
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);18125422,29;18820014,42;21928777,72;31151347,45;30372637,64;29320809,30;28803959,02;28937744,42
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);18125422,29;18820014,42;21928777,72;31151347,45;30372637,64;29320809,30;28803959,02;28937744,42
27 + Erträge aus internen Leistungsbeziehungen;-108804,80;-210000,00;-235700,04;-235700,04;-235700,04;-235700,04;-235700,04;-235700,04
28 - Aufwendungen aus internen Leistungsbeziehungen;2626876,86;2059398,36;2194093,13;2248262,05;2168132,91;2132719,02;2105341,72;2110422,48
29 = Ergebnis  (= 26, 27, 28);20643494,35;20669412,78;23887170,81;33163909,46;32305070,51;31217828,28;30673600,70;30812466,86
