;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-316340,00;-147145,00;-3000,00;-3000,00;-3000,00;-3000,00;-3000,00;-3000,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-14729,21;-23637,69;-61200,00;-61200,00;-61200,00;-61200,00;-61200,00;-61200,00
6 + Kostenerstattungen und Kostenumlagen;-33000,26;-43597,58;;;;;;
7 + Sonstige ordentliche Ertäge;;-242043,31;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-364069,47;-456423,58;-64200,00;-64200,00;-64200,00;-64200,00;-64200,00;-64200,00
11 - Personalaufwendungen;410198,48;376631,80;280772,21;202031,66;205767,02;209740,28;213772,46;217337,54
12 - Versorgungsaufwendungen;0,32;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;53596,48;59094,53;49050,00;82013,00;63507,00;85147,00;66735,00;88472,00
14 - Bilanzielle Abschreibungen;25,08;25,08;25,08;25,08;25,08;25,08;25,08;25,08
15 - Transferaufwendungen;892674,75;624411,45;557100,00;497300,00;497300,00;497300,00;497300,00;497300,00
16 - Sonstige ordentliche Aufwendungen;363757,70;347163,65;317982,92;307446,08;307446,08;307446,08;307446,08;307446,08
17 = Ordentliche Aufwendungen;1720252,81;1407326,51;1204930,21;1088815,82;1074045,18;1099658,44;1085278,62;1110580,70
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1356183,34;950902,93;1140730,21;1024615,82;1009845,18;1035458,44;1021078,62;1046380,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1356183,34;950902,93;1140730,21;1024615,82;1009845,18;1035458,44;1021078,62;1046380,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1356183,34;950902,93;1140730,21;1024615,82;1009845,18;1035458,44;1021078,62;1046380,70
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;137896,92;154348,78;75876,20;156452,26;155271,66;156719,28;155965,25;157191,31
29 = Ergebnis  (= 26, 27, 28);1494080,26;1105251,71;1216606,41;1181068,08;1165116,84;1192177,72;1177043,87;1203572,01
