;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1547,43;-72,35;;-72,36;-72,35;-72,36;-72,35;-72,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-500,00;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00
6 + Kostenerstattungen und Kostenumlagen;-5791,66;-4325,80;-8493,58;-6859,61;-6939,43;-6924,27;-6918,57;-6908,13
7 + Sonstige ordentliche Ertäge;;;0,00;0,00;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7839,09;-4648,15;-8743,58;-7181,97;-7261,78;-7246,63;-7240,92;-7230,49
11 - Personalaufwendungen;399085,77;431197,27;633980,96;278561,83;281524,17;283933,57;286280,79;288802,27
12 - Versorgungsaufwendungen;0,25;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;12958,11;21168,36;19950,00;21153,00;21549,00;21957,00;22377,00;22810,00
14 - Bilanzielle Abschreibungen;1856,22;381,11;381,14;329,67;72,35;72,36;72,35;72,36
15 - Transferaufwendungen;;5500,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;53204,86;42562,87;69662,32;68670,92;68670,92;68670,92;68670,92;68670,92
17 = Ordentliche Aufwendungen;467105,21;500809,61;723974,42;368715,42;371816,44;374633,85;377401,06;380355,55
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);459266,12;496161,46;715230,84;361533,45;364554,66;367387,22;370160,14;373125,06
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);459266,12;496161,46;715230,84;361533,45;364554,66;367387,22;370160,14;373125,06
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);459266,12;496161,46;715230,84;361533,45;364554,66;367387,22;370160,14;373125,06
27 + Erträge aus internen Leistungsbeziehungen;-460683,49;-500239,32;-742617,01;-405872,56;-408378,08;-411017,84;-413588,91;-416338,65
28 - Aufwendungen aus internen Leistungsbeziehungen;38769,87;44637,59;87597,96;77247,46;76934,74;76956,10;76962,94;76970,26
29 = Ergebnis  (= 26, 27, 28);37352,50;40559,73;60211,79;32908,35;33111,32;33325,48;33534,17;33756,67
