;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-562,27;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-217230,18;-232981,22;-290000,00;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00
7 + Sonstige ordentliche Ertäge;;-760,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-217230,18;-234303,49;-290000,00;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18025,10;18735,20;43000,00;0,00;0,00;0,00;;
14 - Bilanzielle Abschreibungen;84,14;815,56;84,14;418,50;418,47;418,50;418,47;418,50
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;350911,63;353566,29;469875,00;89000,00;89000,00;89000,00;89000,00;89000,00
17 = Ordentliche Aufwendungen;369020,87;373117,05;512959,14;89418,50;89418,47;89418,50;89418,47;89418,50
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);151790,69;138813,56;222959,14;59418,50;59418,47;59418,50;59418,47;59418,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);151790,69;138813,56;222959,14;59418,50;59418,47;59418,50;59418,47;59418,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);151790,69;138813,56;222959,14;59418,50;59418,47;59418,50;59418,47;59418,50
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Ergebnis  (= 26, 27, 28);151790,69;138813,56;222959,14;59418,50;59418,47;59418,50;59418,47;59418,50
