;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2352,81;-337,37;-217,29;;-3416,38;-131,90;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-581767,85;-290886,58;0,00;0,00;-310000,00;-250000,00;-240000,00;
7 + Sonstige ordentliche Ertäge;-261,50;-200,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-584382,16;-291423,95;-217,29;0,00;-313416,38;-250131,90;-240000,00;
11 - Personalaufwendungen;290584,49;154103,65;159833,81;;325927,03;327734,58;330814,87;
12 - Versorgungsaufwendungen;0,22;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;449732,85;97486,43;3312,24;;142095,80;250076,40;274762,60;
14 - Bilanzielle Abschreibungen;3725,98;1089,85;842,54;;3416,38;131,90;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;9562,83;21652,94;6589,63;;23279,84;23279,84;23279,84;
17 = Ordentliche Aufwendungen;753606,37;274332,87;170578,22;;494719,05;601222,72;628857,31;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);169224,21;-17091,08;170360,93;0,00;181302,67;351090,82;388857,31;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);169224,21;-17091,08;170360,93;0,00;181302,67;351090,82;388857,31;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);169224,21;-17091,08;170360,93;0,00;181302,67;351090,82;388857,31;
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;175271,35;76887,78;37090,63;8383,00;31604,39;37398,44;38722,98;8383,00
29 = Ergebnis  (= 26, 27, 28);344495,56;59796,70;207451,56;8383,00;212907,06;388489,26;427580,29;8383,00
