;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-287301,49;-9328,70;-7013,00;-32231,48;-31773,88;-8718,76;-8508,76;-8508,76
3 + Sonstige Transfererträge;-181391,20;-102846,33;-553700,00;-301000,00;-301000,00;-301000,00;-301000,00;-301000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1500656,64;-548977,00;-500000,00;-673200,00;-622800,00;-600000,00;-600000,00;-600000,00
7 + Sonstige ordentliche Ertäge;-388,30;-110667,97;0,00;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1969737,63;-771820,00;-1060713,00;-1006431,48;-955573,88;-909718,76;-909508,76;-909508,76
11 - Personalaufwendungen;1400054,55;401552,25;406554,26;502244,77;508809,09;516136,69;523616,09;530645,53
12 - Versorgungsaufwendungen;1,22;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;183021,30;17963,55;29693,68;27469,60;27865,00;28302,76;28753,48;29218,00
14 - Bilanzielle Abschreibungen;17649,26;2867,61;648,24;2594,84;708,36;334,56;113,35;113,34
15 - Transferaufwendungen;6619932,35;7523050,44;7062760,00;9967200,00;10912500,00;10887000,00;10884300,00;10881600,00
16 - Sonstige ordentliche Aufwendungen;331155,25;81105,64;57847,81;49521,60;49498,14;49498,14;49498,14;49498,14
17 = Ordentliche Aufwendungen;8551813,93;8026539,49;7557503,99;10549030,81;11499380,59;11481272,15;11486281,06;11491075,01
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);6582076,30;7254719,49;6496790,99;9542599,33;10543806,71;10571553,39;10576772,30;10581566,25
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;228,06;;;;;;;
21 = Finanzergebnis (=19 +20);228,06;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);6582304,36;7254719,49;6496790,99;9542599,33;10543806,71;10571553,39;10576772,30;10581566,25
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);6582304,36;7254719,49;6496790,99;9542599,33;10543806,71;10571553,39;10576772,30;10581566,25
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;317353,90;69891,92;87234,61;98173,49;97561,19;98273,88;98608,18;98908,25
29 = Ergebnis  (= 26, 27, 28);6899658,26;7324611,41;6584025,60;9640772,82;10641367,90;10669827,27;10675380,48;10680474,50
