;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-9845,32;-7231,85;-5071,88;-71,89;-71,88;-71,89;-71,88;-71,88
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-506,46;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-15522,37;-32,96;-16022,50;-18098,47;-18342,10;-18336,82;-18357,32;-18357,59
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-25874,15;-7264,81;-21094,38;-18170,36;-18413,98;-18408,71;-18429,20;-18429,47
11 - Personalaufwendungen;990679,12;1017423,66;1009682,64;799656,06;809454,21;818192,68;826857,13;835509,16
12 - Versorgungsaufwendungen;0,63;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;76280,07;52587,52;84399,96;40792,76;41734,44;42704,80;43703,96;44732,80
14 - Bilanzielle Abschreibungen;913,46;923,54;473,76;845,91;381,25;381,24;381,25;381,24
15 - Transferaufwendungen;3822,45;2000,00;0,00;;;;;
16 - Sonstige ordentliche Aufwendungen;76914,77;66610,18;89299,84;49560,12;49560,12;49560,12;49560,12;49560,12
17 = Ordentliche Aufwendungen;1148610,50;1139544,90;1183856,20;890854,85;901130,02;910838,84;920502,46;930183,32
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1122736,35;1132280,09;1162761,82;872684,49;882716,04;892430,13;902073,26;911753,85
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1122736,35;1132280,09;1162761,82;872684,49;882716,04;892430,13;902073,26;911753,85
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1122736,35;1132280,09;1162761,82;872684,49;882716,04;892430,13;902073,26;911753,85
27 + Erträge aus internen Leistungsbeziehungen;-1235609,01;-1316023,74;-1401549,40;-1071232,96;-1079706,26;-1088754,67;-1097699,78;-1106678,62
28 - Aufwendungen aus internen Leistungsbeziehungen;212012,72;290947,87;352425,59;285404,72;284533,43;284601,03;284628,26;284654,55
29 = Ergebnis  (= 26, 27, 28);99140,06;107204,22;113638,01;86856,25;87543,21;88276,49;89001,74;89729,78
