;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3924,68;-2006,73;-54,06;-54,08;-54,06;-54,08;-54,06;-54,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-9755,77;;-9301,48;-1020,37;-1034,00;-1034,49;-1036,65;-1037,96
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-13680,45;-2006,73;-9355,54;-1074,45;-1088,06;-1088,57;-1090,71;-1092,04
11 - Personalaufwendungen;680671,87;728538,48;705493,30;;;;;
12 - Versorgungsaufwendungen;0,41;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22466,35;33258,69;27900,00;32022,00;32600,00;33196,00;33810,00;34442,00
14 - Bilanzielle Abschreibungen;2190,28;155,91;254,79;96,99;96,99;96,99;96,99;96,99
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;39816,17;37238,70;38360,96;33883,00;33883,00;33883,00;33883,00;33883,00
17 = Ordentliche Aufwendungen;745145,08;799191,78;772009,05;66001,99;66579,99;67175,99;67789,99;68421,99
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);731464,63;797185,05;762653,51;64927,54;65491,93;66087,42;66699,28;67329,95
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);731464,63;797185,05;762653,51;64927,54;65491,93;66087,42;66699,28;67329,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);731464,63;797185,05;762653,51;64927,54;65491,93;66087,42;66699,28;67329,95
27 + Erträge aus internen Leistungsbeziehungen;-767709,53;-861749,06;-814716,24;-60312,73;-60805,00;-61358,99;-61926,81;-62512,23
28 - Aufwendungen aus internen Leistungsbeziehungen;98491,47;134435,19;118120,79;275,44;242,92;246,53;248,56;250,72
29 = Ergebnis  (= 26, 27, 28);62246,57;69871,18;66058,06;4890,25;4929,85;4974,96;5021,03;5068,44
