;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;0,00;-7010296,71;-7896075,11;-7875191,14;-7432001,57;-7445685,65;-8822453,65;-8820724,64
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-109,81;;;;;
5 + Privatrechtliche Leistungsentgelte;;-1194599,37;-1143498,84;-1053983,88;-1053983,88;-1053983,88;-1053983,88;-1053983,88
6 + Kostenerstattungen und Kostenumlagen;;-62094,98;;;;;;
7 + Sonstige ordentliche Ertäge;;-10719,87;-6000,00;-6892,32;-6892,33;-6892,32;-6829,11;-6829,13
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;0,00;-8277710,93;-9045683,76;-8936067,34;-8492877,78;-8506561,85;-9883266,64;-9881537,65
11 - Personalaufwendungen;;603291,26;536984,67;695056,41;706374,10;717914,84;730806,06;742455,70
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;0,00;8548818,38;7977155,72;7842087,68;7842087,68;7946774,00;8159287,04;8378175,56
14 - Bilanzielle Abschreibungen;;406721,86;299063,60;408194,40;380477,66;339905,53;310190,60;276125,63
15 - Transferaufwendungen;;6831961,17;7857800,00;7767800,00;7342800,00;7367800,00;8767800,00;8767800,00
16 - Sonstige ordentliche Aufwendungen;;10763057,76;11290747,81;10237500,40;10237500,40;10237500,40;10237500,40;10237500,40
17 = Ordentliche Aufwendungen;0,00;27153850,43;27961751,80;26950638,89;26509239,84;26609894,77;28205584,10;28402057,29
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;18876139,50;18916068,04;18014571,55;18016362,06;18103332,92;18322317,46;18520519,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;18876139,50;18916068,04;18014571,55;18016362,06;18103332,92;18322317,46;18520519,64
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;18876139,50;18916068,04;18014571,55;18016362,06;18103332,92;18322317,46;18520519,64
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;1043008,51;876774,86;816003,84;803115,41;814087,22;824379,70;834705,91
29 = Ergebnis  (= 26, 27, 28);0,00;19919148,01;19792842,90;18830575,39;18819477,47;18917420,14;19146697,16;19355225,55
