;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-26,84 EUR";"-332,84 EUR";"-26,85 EUR";"-26,84 EUR";"-26,85 EUR";"-26,84 EUR";"-26,85 EUR";"-26,84 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-27.025,00 EUR";"";"-27.159,85 EUR";"-29.767,28 EUR";"-30.238,58 EUR";"-30.329,40 EUR";"-30.462,07 EUR";"-30.548,54 EUR"
"7 + Sonstige ordentliche Ertäge";"-225,00 EUR";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-27.276,84 EUR";"-332,84 EUR";"-27.186,70 EUR";"-29.794,12 EUR";"-30.265,43 EUR";"-30.356,24 EUR";"-30.488,92 EUR";"-30.575,38 EUR"
"11 - Personalaufwendungen";"2.157.075,94 EUR";"2.203.275,94 EUR";"2.392.524,48 EUR";"1.737.989,56 EUR";"1.761.183,89 EUR";"1.782.836,57 EUR";"1.804.405,85 EUR";"1.825.298,69 EUR"
"12 - Versorgungsaufwendungen";"1,15 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"23.124,05 EUR";"34.562,02 EUR";"25.000,00 EUR";"29.195,00 EUR";"30.011,00 EUR";"30.851,00 EUR";"31.717,00 EUR";"32.609,00 EUR"
"14 - Bilanzielle Abschreibungen";"4.235,98 EUR";"4.275,75 EUR";"3.857,12 EUR";"2.617,19 EUR";"89,37 EUR";"79,62 EUR";"79,62 EUR";"40,88 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"28.545,77 EUR";"26.706,60 EUR";"37.099,96 EUR";"36.940,00 EUR";"36.940,00 EUR";"36.940,00 EUR";"36.940,00 EUR";"36.940,00 EUR"
"17 = Ordentliche Aufwendungen";"2.212.982,89 EUR";"2.268.820,31 EUR";"2.458.481,56 EUR";"1.806.741,75 EUR";"1.828.224,26 EUR";"1.850.707,19 EUR";"1.873.142,47 EUR";"1.894.888,57 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"2.185.706,05 EUR";"2.268.487,47 EUR";"2.431.294,86 EUR";"1.776.947,63 EUR";"1.797.958,83 EUR";"1.820.350,95 EUR";"1.842.653,55 EUR";"1.864.313,19 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"2.185.706,05 EUR";"2.268.487,47 EUR";"2.431.294,86 EUR";"1.776.947,63 EUR";"1.797.958,83 EUR";"1.820.350,95 EUR";"1.842.653,55 EUR";"1.864.313,19 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"2.185.706,05 EUR";"2.268.487,47 EUR";"2.431.294,86 EUR";"1.776.947,63 EUR";"1.797.958,83 EUR";"1.820.350,95 EUR";"1.842.653,55 EUR";"1.864.313,19 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-2.143.861,61 EUR";"-2.230.271,89 EUR";"-2.381.627,00 EUR";"-1.763.572,86 EUR";"-1.781.318,96 EUR";"-1.802.171,74 EUR";"-1.822.862,76 EUR";"-1.842.954,51 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"129.894,20 EUR";"142.617,11 EUR";"143.436,84 EUR";"129.617,04 EUR";"127.791,00 EUR";"127.942,25 EUR";"128.008,30 EUR";"128.069,69 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"171.738,64 EUR";"180.832,69 EUR";"193.104,70 EUR";"142.991,81 EUR";"144.430,87 EUR";"146.121,46 EUR";"147.799,09 EUR";"149.428,37 EUR"
