;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-518651,06;-713763,68;-318804,84;-666790,09;-510774,70;-259049,21;-91729,83;-38565,07
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1393,82;-1758,59;-5741,33;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
5 + Privatrechtliche Leistungsentgelte;-470705,46;-463914,17;-460000,00;-460000,00;-460000,00;-460000,00;-460000,00;-460000,00
6 + Kostenerstattungen und Kostenumlagen;-1536746,29;-1307416,07;-1634000,00;-3039160,00;-3039160,00;-3039160,00;-3039160,00;-3039160,00
7 + Sonstige ordentliche Ertäge;-97449,19;-2655,80;;-563,36;-449,48;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2624945,82;-2489508,31;-2418546,17;-4171513,45;-4015384,18;-3763209,21;-3595889,83;-3542725,07
11 - Personalaufwendungen;6996769,50;7278905,37;7599284,91;6183160,32;6270744,70;6357212,70;6457528,13;6559416,49
12 - Versorgungsaufwendungen;4,94;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2321120,23;2512101,38;2643616,00;3558730,00;3562554,00;3566492,00;3570548,00;3574726,00
14 - Bilanzielle Abschreibungen;1790294,82;1828372,40;1365725,91;1580151,99;1328168,95;975888,67;793549,36;540174,23
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1994504,27;1920363,08;1984948,15;1824724,00;1824724,00;1824724,00;1824724,00;1824724,00
17 = Ordentliche Aufwendungen;13102693,76;13539742,23;13593574,97;13146766,31;12986191,65;12724317,37;12646349,49;12499040,72
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);10477747,94;11050233,92;11175028,80;8975252,86;8970807,47;8961108,16;9050459,66;8956315,65
19 + Finanzerträge;-42341,51;-10393,33;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);-42341,51;-10393,33;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);10435406,43;11039840,59;11175028,80;8975252,86;8970807,47;8961108,16;9050459,66;8956315,65
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);10435406,43;11039840,59;11175028,80;8975252,86;8970807,47;8961108,16;9050459,66;8956315,65
27 + Erträge aus internen Leistungsbeziehungen;-10972423,81;-11546618,78;-11401152,00;-10829904,00;-10829904,00;-10829904,00;-10829904,00;-10829904,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1191368,27;806773,13;896250,26;699992,93;689178,92;699626,43;703710,08;707664,05
29 = Ergebnis  (= 26, 27, 28);654350,89;299994,94;670127,06;-1154658,21;-1169917,61;-1169169,41;-1075734,26;-1165924,30
