;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-16791,93;-20833,17;-6634,49;-18165,50;-13227,80;-5410,22;-55,23;-55,22
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1168,00;-1435,00;-1100,00;-1350,00;-1350,00;-1350,00;-1350,00;-1350,00
5 + Privatrechtliche Leistungsentgelte;-5000,00;-5000,00;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
6 + Kostenerstattungen und Kostenumlagen;-349657,51;-327375,37;-329969,43;-656830,22;-654779,08;-654540,80;-654465,18;-654467,86
7 + Sonstige ordentliche Ertäge;-3179640,59;-4097567,59;-1230550,00;-1364150,00;-1364150,00;-1364150,00;-1364150,00;-1364150,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3552258,03;-4452211,13;-1568753,92;-2040995,72;-2034006,88;-2025951,02;-2020520,41;-2020523,08
11 - Personalaufwendungen;9730410,72;9807765,96;10517497,85;11564498,10;11675328,52;11763028,68;11875500,33;12011894,46
12 - Versorgungsaufwendungen;7,73;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;792285,37;267503,06;294379,74;282881,26;278211,42;283702,30;299357,70;295182,86
14 - Bilanzielle Abschreibungen;5705934,99;19392949,40;23891,88;23699,73;15063,80;6938,70;944,16;871,82
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7690564,82;1761723,99;406290,48;479986,12;310134,12;310134,12;310134,12;310134,12
17 = Ordentliche Aufwendungen;23919203,63;31229942,41;11242059,95;12351065,21;12278737,86;12363803,80;12485936,31;12618083,26
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);20366945,60;26777731,28;9673306,03;10310069,49;10244730,98;10337852,78;10465415,90;10597560,18
19 + Finanzerträge;;-95,00;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;-95,00;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);20366945,60;26777636,28;9673306,03;10310069,49;10244730,98;10337852,78;10465415,90;10597560,18
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);20366945,60;26777636,28;9673306,03;10310069,49;10244730,98;10337852,78;10465415,90;10597560,18
27 + Erträge aus internen Leistungsbeziehungen;-18618084,79;-8354351,09;-9253791,52;-10176075,12;-10041460,68;-10052302,58;-10068709,83;-10093218,00
28 - Aufwendungen aus internen Leistungsbeziehungen;3179647,90;3199953,77;3398200,98;3172337,30;3162891,84;3171012,54;3174758,15;3178052,85
29 = Ergebnis  (= 26, 27, 28);4928508,71;21623238,96;3817715,49;3306331,67;3366162,14;3456562,74;3571464,22;3682395,03
