;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-339862,41;-60814,12;-143790,31;-124451,56;-107394,63;-81090,14;-67572,67
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-705,27;;;;;
5 + Privatrechtliche Leistungsentgelte;;-300256,32;-205526,56;-600745,76;-600745,76;-600745,76;-600745,76;-600745,76
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;-1299,12;;-3132,32;-3132,22;-3132,32;-3069,23;-3069,24
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-641417,85;-267045,95;-747668,39;-728329,54;-711272,71;-684905,13;-671387,67
11 - Personalaufwendungen;;1192562,48;1689975,73;1158166,04;1178715,81;1200538,25;1224347,41;1246410,45
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;0,00;1616363,68;1641689,40;4153320,52;4153320,52;4208023,00;4319068,96;4433446,24
14 - Bilanzielle Abschreibungen;;261546,21;192774,84;288321,19;261378,00;214113,11;177767,46;133682,76
15 - Transferaufwendungen;;6777,40;7100,00;7100,00;7100,00;7100,00;7100,00;7100,00
16 - Sonstige ordentliche Aufwendungen;;2272844,96;2396539,67;5659564,32;5659564,32;5659564,32;5659564,32;5659564,32
17 = Ordentliche Aufwendungen;0,00;5350094,73;5928079,64;11266472,07;11260078,65;11289338,68;11387848,15;11480203,77
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;4708676,88;5661033,69;10518803,68;10531749,11;10578065,97;10702943,02;10808816,10
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;4708676,88;5661033,69;10518803,68;10531749,11;10578065,97;10702943,02;10808816,10
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;4708676,88;5661033,69;10518803,68;10531749,11;10578065,97;10702943,02;10808816,10
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;424831,53;434477,06;468639,63;461290,24;468336,46;474468,56;480541,85
29 = Ergebnis  (= 26, 27, 28);0,00;5133508,41;6095510,75;10987443,31;10993039,35;11046402,43;11177411,58;11289357,95
