;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-67,38;-4,34;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2149,00;;-1364,96;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2216,38;-4,34;-1364,96;;;;;
11 - Personalaufwendungen;40172,37;112720,09;132112,03;;;;;
12 - Versorgungsaufwendungen;0,02;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;136546,39;124001,29;133033,28;;;;;
14 - Bilanzielle Abschreibungen;74,58;27,91;1213,52;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;8912,63;3407,64;5052,56;;;;;
17 = Ordentliche Aufwendungen;185705,99;240156,93;271411,39;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);183489,61;240152,59;270046,43;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);183489,61;240152,59;270046,43;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);183489,61;240152,59;270046,43;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-174465,62;-233184,90;-259749,64;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;5170,07;11939,23;10763,88;;;;;
29 = Ergebnis  (= 26, 27, 28);14194,06;18906,92;21060,67;;;;;
