;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-38,16;-38,16;-38,16;-38,16;-38,16;-38,16;-38,16;-38,16
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00;-250,00
6 + Kostenerstattungen und Kostenumlagen;-6397,69;;-6374,58;-6126,41;-6209,36;-6206,70;-6212,80;-6211,70
7 + Sonstige ordentliche Ertäge;;;-25,00;-25,00;-25,00;-25,00;-25,00;-25,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6435,85;-288,16;-6687,74;-6439,57;-6522,52;-6519,86;-6525,96;-6524,86
11 - Personalaufwendungen;447495,76;474285,22;474697,37;258320,68;261498,45;264374,25;267226,93;270051,77
12 - Versorgungsaufwendungen;0,23;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;9589,49;12657,05;15950,00;19347,00;19689,00;20041,00;20404,00;20778,00
14 - Bilanzielle Abschreibungen;191,07;98,38;58,23;75,28;75,28;75,28;75,28;75,28
15 - Transferaufwendungen;;;0,00;0,00;;;;
16 - Sonstige ordentliche Aufwendungen;38017,40;37963,40;56975,00;56375,00;56375,00;56375,00;56375,00;56375,00
17 = Ordentliche Aufwendungen;495293,95;525004,05;547680,60;334117,96;337637,73;340865,53;344081,21;347280,05
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);488858,10;524715,89;540992,86;327678,39;331115,21;334345,67;337555,25;340755,19
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);488858,10;524715,89;540992,86;327678,39;331115,21;334345,67;337555,25;340755,19
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);488858,10;524715,89;540992,86;327678,39;331115,21;334345,67;337555,25;340755,19
27 + Erträge aus internen Leistungsbeziehungen;-509094,73;-542979,98;-557696,81;-362551,34;-365463,76;-368472,90;-371450,28;-374418,38
28 - Aufwendungen aus internen Leistungsbeziehungen;61514,20;62289,37;61922,71;64268,31;63980,29;64002,74;64011,86;64020,61
29 = Ergebnis  (= 26, 27, 28);41277,57;44025,28;45218,76;29395,36;29631,74;29875,51;30116,83;30357,42
