;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3771,97;-994,79;-640,80;-6130,50;-1464,12;-56,52;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-22139,83;;-50000,00;;;;
7 + Sonstige ordentliche Ertäge;-1240,83;-1326,40;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-5012,80;-24461,02;-2640,80;-58130,50;-3464,12;-2056,52;-2000,00;-2000,00
11 - Personalaufwendungen;454065,18;439554,48;473478,28;471795,28;149682,10;150605,43;152076,66;489049,37
12 - Versorgungsaufwendungen;0,36;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5573,11;10220,32;9257,88;64721,36;62928,96;109262,64;119898,60;14991,48
14 - Bilanzielle Abschreibungen;5933,98;2795,16;2537,00;6315,50;1464,12;56,52;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;14224,08;18298,04;23555,94;39714,92;16435,08;16435,08;16435,08;39714,92
17 = Ordentliche Aufwendungen;479796,71;470868,00;508829,10;582547,06;230510,26;276359,67;288410,34;543755,77
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);474783,91;446406,98;506188,30;524416,56;227046,14;274303,15;286410,34;541755,77
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);474783,91;446406,98;506188,30;524416,56;227046,14;274303,15;286410,34;541755,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);474783,91;446406,98;506188,30;524416,56;227046,14;274303,15;286410,34;541755,77
27 + Erträge aus internen Leistungsbeziehungen;-273252,64;-302715,00;-302715,00;-302736,00;-302736,00;-302736,00;-302736,00;-302736,00
28 - Aufwendungen aus internen Leistungsbeziehungen;112784,62;100450,42;100184,11;198857,12;181940,77;184441,61;185018,17;196577,48
29 = Ergebnis  (= 26, 27, 28);314315,89;244142,40;303657,41;420537,68;106250,91;156008,76;168692,51;435597,25
