;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-9129,08;-1900,11;-1223,88;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1596,40;-1509,99;-2000,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-30628,65;-112923,85;-5000,00;0,00;0,00;0,00;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-41354,13;-116333,95;-8223,88;0,00;0,00;0,00;0,00;0,00
11 - Personalaufwendungen;1117361,21;852696,15;916576,57;41037,36;41875,08;42792,96;43728,12;44538,72
12 - Versorgungsaufwendungen;0,85;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;47786,84;54272,74;55254,08;68478,76;58072,92;59691,92;61360,12;63078,16
14 - Bilanzielle Abschreibungen;14721,40;5747,66;5132,38;939,36;345,09;345,12;340,10;340,14
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;88600,20;95395,42;102727,48;116122,68;95657,68;95657,68;95657,68;95657,68
17 = Ordentliche Aufwendungen;1268470,50;1008111,97;1079690,51;226578,16;195950,77;198487,68;201086,02;203614,70
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);1227116,37;891778,02;1071466,63;226578,16;195950,77;198487,68;201086,02;203614,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);1227116,37;891778,02;1071466,63;226578,16;195950,77;198487,68;201086,02;203614,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);1227116,37;891778,02;1071466,63;226578,16;195950,77;198487,68;201086,02;203614,70
27 + Erträge aus internen Leistungsbeziehungen;-1190670,22;-1230000,00;-1230000,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;301345,92;214711,72;207204,70;121283,36;120636,16;120823,42;120942,02;121054,36
29 = Ergebnis  (= 26, 27, 28);337792,07;-123510,26;48671,33;347861,52;316586,93;319311,10;322028,04;324669,06
