;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-581,80;-780,75;;-2812,56;-2812,56;-2763,60;-2082,60;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-156767,87;-112706,64;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00;-243900,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-3018,03;;-15118,55;-25784,36;-25834,54;-25829,07;-25829,01;-25826,19
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-160367,70;-113487,39;-259018,55;-272496,92;-272547,10;-272492,67;-271811,61;-269726,19
11 - Personalaufwendungen;515477,07;505414,54;559264,85;352565,30;357026,91;361079,07;365140,03;369101,71
12 - Versorgungsaufwendungen;0,39;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;53324,80;95037,50;65413,04;83487,72;85677,40;88091,96;90580,32;93141,84
14 - Bilanzielle Abschreibungen;834,45;1004,15;242,60;2873,71;2857,82;2808,87;2127,85;45,28
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;320283,75;270745,08;426580,41;421196,40;421196,40;421196,40;421196,40;421196,40
17 = Ordentliche Aufwendungen;889920,46;872201,27;1051500,90;860123,13;866758,53;873176,30;879044,60;883485,23
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);729552,76;758713,88;792482,35;587626,21;594211,43;600683,63;607232,99;613759,04
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);729552,76;758713,88;792482,35;587626,21;594211,43;600683,63;607232,99;613759,04
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);729552,76;758713,88;792482,35;587626,21;594211,43;600683,63;607232,99;613759,04
27 + Erträge aus internen Leistungsbeziehungen;-238278,64;-236801,92;-293435,81;-223903,72;-225612,21;-227243,95;-228846,98;-230544,01
28 - Aufwendungen aus internen Leistungsbeziehungen;140156,43;116447,16;164593,18;130236,04;129873,85;130266,77;130480,36;130681,83
29 = Ergebnis  (= 26, 27, 28);631430,55;638359,12;663639,72;493958,53;498473,07;503706,45;508866,37;513896,86
