;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-10.968,28 EUR";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-389.418,88 EUR";"-418.095,21 EUR";"-400.000,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR"
"7 + Sonstige ordentliche Ertäge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-400.387,16 EUR";"-418.095,21 EUR";"-400.000,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR";"-464.120,00 EUR"
"11 - Personalaufwendungen";"459.220,91 EUR";"495.276,15 EUR";"364.809,19 EUR";"377.771,47 EUR";"383.926,18 EUR";"390.191,88 EUR";"396.517,88 EUR";"402.274,16 EUR"
"12 - Versorgungsaufwendungen";"0,28 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"9.846,18 EUR";"17.120,78 EUR";"6.200,00 EUR";"11.072,00 EUR";"11.269,00 EUR";"11.472,00 EUR";"11.681,00 EUR";"11.896,00 EUR"
"14 - Bilanzielle Abschreibungen";"10.968,28 EUR";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"26.964,51 EUR";"30.746,94 EUR";"35.000,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR"
"17 = Ordentliche Aufwendungen";"507.000,16 EUR";"543.143,87 EUR";"406.009,19 EUR";"428.343,47 EUR";"434.695,18 EUR";"441.163,88 EUR";"447.698,88 EUR";"453.670,16 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"106.613,00 EUR";"125.048,66 EUR";"6.009,19 EUR";"-35.776,53 EUR";"-29.424,82 EUR";"-22.956,12 EUR";"-16.421,12 EUR";"-10.449,84 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"106.613,00 EUR";"125.048,66 EUR";"6.009,19 EUR";"-35.776,53 EUR";"-29.424,82 EUR";"-22.956,12 EUR";"-16.421,12 EUR";"-10.449,84 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"106.613,00 EUR";"125.048,66 EUR";"6.009,19 EUR";"-35.776,53 EUR";"-29.424,82 EUR";"-22.956,12 EUR";"-16.421,12 EUR";"-10.449,84 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"13.813,82 EUR";"22.950,60 EUR";"22.950,60 EUR";"25.268,28 EUR";"25.268,28 EUR";"25.268,28 EUR";"25.268,28 EUR";"25.268,28 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"120.426,82 EUR";"147.999,26 EUR";"28.959,79 EUR";"-10.508,25 EUR";"-4.156,54 EUR";"2.312,16 EUR";"8.847,16 EUR";"14.818,44 EUR"
