;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-44,00;-66,13;-28,92;-97,20;-73,20;-41,04;-16,68;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-34598,86;-13154,10;-23000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
5 + Privatrechtliche Leistungsentgelte;-3713,95;-19828,83;-4000,00;-16000,00;-16000,00;-16000,00;-16000,00;-16000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;-1,00;;;;;;
8 + Aktivierte Eigenleistungen;-6,72;-35,57;-2,64;-36,00;-39,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-38363,53;-33085,63;-27031,56;-26133,20;-26112,20;-26041,04;-26016,68;-26000,00
11 - Personalaufwendungen;25883,00;24742,29;26697,35;23296,06;23698,42;24116,98;24546,58;24935,02
12 - Versorgungsaufwendungen;0,02;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;412881,21;320848,89;368780,88;359066,72;369217,72;379372,72;379532,72;379697,72
14 - Bilanzielle Abschreibungen;7360,62;7298,14;7100,24;7109,80;7075,60;7034,08;6993,40;6962,68
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1856,14;32904,49;1968,04;34016,08;34016,08;34016,08;34016,08;34016,08
17 = Ordentliche Aufwendungen;447980,99;385793,81;404546,51;423488,66;434007,82;444539,86;445088,78;445611,50
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);409617,46;352708,18;377514,95;397355,46;407895,62;418498,82;419072,10;419611,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);409617,46;352708,18;377514,95;397355,46;407895,62;418498,82;419072,10;419611,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);409617,46;352708,18;377514,95;397355,46;407895,62;418498,82;419072,10;419611,50
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;43127,85;23897,48;30270,83;22839,67;22760,86;23527,97;23511,35;23484,34
29 = Ergebnis  (= 26, 27, 28);452745,31;376605,66;407785,78;420195,13;430656,48;442026,79;442583,45;443095,84
