;"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"-259.243,15 EUR";"-44.786,84 EUR";"-93.122,99 EUR";"-74.612,84 EUR";"-60.701,52 EUR";"-37.495,54 EUR";"-36.848,03 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"-1.300,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"-436.665,96 EUR";"-417.987,00 EUR";"-382.009,80 EUR";"-382.009,80 EUR";"-382.009,80 EUR";"-382.009,80 EUR";"-382.009,80 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"-1.582,49 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Ertäge";"";"-5.665,18 EUR";"-6.000,00 EUR";"-6.063,20 EUR";"-6.063,22 EUR";"-6.063,20 EUR";"-6.000,00 EUR";"-6.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"";"-703.156,78 EUR";"-470.073,84 EUR";"-481.195,99 EUR";"-462.685,86 EUR";"-448.774,52 EUR";"-425.505,34 EUR";"-424.857,83 EUR"
"11 - Personalaufwendungen";"";"477.958,13 EUR";"473.442,59 EUR";"581.714,97 EUR";"586.209,38 EUR";"589.340,92 EUR";"595.308,94 EUR";"603.404,26 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"0,00 EUR";"3.145.398,46 EUR";"2.907.875,40 EUR";"2.793.235,60 EUR";"2.793.235,60 EUR";"2.831.178,40 EUR";"2.908.202,44 EUR";"2.987.537,20 EUR"
"14 - Bilanzielle Abschreibungen";"";"183.112,30 EUR";"98.546,98 EUR";"184.508,37 EUR";"156.140,20 EUR";"118.323,57 EUR";"93.512,90 EUR";"67.602,80 EUR"
"15 - Transferaufwendungen";"";"34.072,44 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR";"39.500,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"";"3.922.163,64 EUR";"4.104.574,20 EUR";"3.685.517,00 EUR";"3.685.517,00 EUR";"3.685.517,00 EUR";"3.685.517,00 EUR";"3.685.517,00 EUR"
"17 = Ordentliche Aufwendungen";"0,00 EUR";"7.762.704,97 EUR";"7.623.939,17 EUR";"7.284.475,94 EUR";"7.260.602,18 EUR";"7.263.859,89 EUR";"7.322.041,28 EUR";"7.383.561,26 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"0,00 EUR";"7.059.548,19 EUR";"7.153.865,33 EUR";"6.803.279,95 EUR";"6.797.916,32 EUR";"6.815.085,37 EUR";"6.896.535,94 EUR";"6.958.703,43 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"0,00 EUR";"7.059.548,19 EUR";"7.153.865,33 EUR";"6.803.279,95 EUR";"6.797.916,32 EUR";"6.815.085,37 EUR";"6.896.535,94 EUR";"6.958.703,43 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"0,00 EUR";"7.059.548,19 EUR";"7.153.865,33 EUR";"6.803.279,95 EUR";"6.797.916,32 EUR";"6.815.085,37 EUR";"6.896.535,94 EUR";"6.958.703,43 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"462.546,14 EUR";"413.608,55 EUR";"394.701,91 EUR";"389.607,79 EUR";"393.700,71 EUR";"397.463,83 EUR";"401.362,15 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"0,00 EUR";"7.522.094,33 EUR";"7.567.473,88 EUR";"7.197.981,86 EUR";"7.187.524,11 EUR";"7.208.786,08 EUR";"7.293.999,77 EUR";"7.360.065,58 EUR"
