"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR";"-20.000,00 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-17.683.551,11 EUR";"-858.411,43 EUR";"-150.900,00 EUR";"-1.622.900,00 EUR";"-1.516.600,00 EUR";"-1.308.700,00 EUR";"-1.170.400,00 EUR";"-896.100,00 EUR"
"7 + Sonstige ordentliche Ertäge";"-51.747.016,08 EUR";"-47.195.482,62 EUR";"-47.339.550,00 EUR";"-59.976.386,00 EUR";"-61.216.696,00 EUR";"-61.877.176,00 EUR";"-62.036.546,00 EUR";"-60.899.086,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-69.430.567,19 EUR";"-48.053.894,05 EUR";"-47.510.450,00 EUR";"-61.619.286,00 EUR";"-62.753.296,00 EUR";"-63.205.876,00 EUR";"-63.226.946,00 EUR";"-61.815.186,00 EUR"
"11 - Personalaufwendungen";"10.273.630,62 EUR";"9.736.356,23 EUR";"10.368.576,54 EUR";"22.806.560,00 EUR";"19.233.950,00 EUR";"15.258.320,00 EUR";"15.196.660,00 EUR";"14.980.070,00 EUR"
"12 - Versorgungsaufwendungen";"59.954.954,23 EUR";"53.690.979,44 EUR";"48.270.500,00 EUR";"50.691.502,00 EUR";"51.467.402,00 EUR";"52.245.902,00 EUR";"52.793.902,00 EUR";"53.509.902,00 EUR"
"13 - Aufwendungen für Sach- und Dienstleistungen";"111.816,65 EUR";"173.093,00 EUR";"114.700,00 EUR";"114.700,00 EUR";"114.700,00 EUR";"114.700,00 EUR";"114.700,00 EUR";"114.700,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"11.827,17 EUR";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"1.021.680,06 EUR";"5.563.322,29 EUR";"628.000,00 EUR";"405.000,00 EUR";"405.000,00 EUR";"405.000,00 EUR";"405.000,00 EUR";"405.000,00 EUR"
"17 = Ordentliche Aufwendungen";"71.373.908,73 EUR";"69.163.750,96 EUR";"59.381.776,54 EUR";"74.017.762,00 EUR";"71.221.052,00 EUR";"68.023.922,00 EUR";"68.510.262,00 EUR";"69.009.672,00 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"1.943.341,54 EUR";"21.109.856,91 EUR";"11.871.326,54 EUR";"12.398.476,00 EUR";"8.467.756,00 EUR";"4.818.046,00 EUR";"5.283.316,00 EUR";"7.194.486,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"1.943.341,54 EUR";"21.109.856,91 EUR";"11.871.326,54 EUR";"12.398.476,00 EUR";"8.467.756,00 EUR";"4.818.046,00 EUR";"5.283.316,00 EUR";"7.194.486,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"1.943.341,54 EUR";"21.109.856,91 EUR";"11.871.326,54 EUR";"12.398.476,00 EUR";"8.467.756,00 EUR";"4.818.046,00 EUR";"5.283.316,00 EUR";"7.194.486,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"0,02 EUR";"";"";"";"";"";"";""
"29 = Ergebnis  (= 26, 27, 28)";"1.943.341,56 EUR";"21.109.856,91 EUR";"11.871.326,54 EUR";"12.398.476,00 EUR";"8.467.756,00 EUR";"4.818.046,00 EUR";"5.283.316,00 EUR";"7.194.486,00 EUR"
