;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;-446990249,96;-414347691,81;-453197000,00;-470272000,00;-488817000,00;-503376000,00;-517675000,00;-525595000,00
2 + Zuwendungen und allgemeine Umlagen;-338131388,65;-359336883,55;-372988928,73;-398711858,67;-412293151,61;-411821028,57;-406875361,14;-399979615,08
3 + Sonstige Transfererträge;-29218790,36;-10465619,52;-6947050,00;-9341050,00;-9346050,00;-9346050,00;-9346050,00;-9346050,00
4 + Öffentlich-rechtliche Leistungsentgelte;-189769322,48;-190877980,16;-183007748,04;-84539032,68;-85238181,94;-85875219,06;-86499276,49;-87479683,62
5 + Privatrechtliche Leistungsentgelte;-17370343,58;-30270400,72;-32563610,00;-31641600,00;-31736850,00;-32019150,00;-32732000,00;-32728250,00
6 + Kostenerstattungen und Kostenumlagen;-136001052,54;-157503044,06;-153244812,00;-203907463,00;-217578883,00;-225682806,00;-231060436,00;-235043741,00
7 + Sonstige ordentliche Erträge;-71721611,90;-67540798,27;-48093724,85;-46151810,19;-46149624,98;-46146766,61;-46142996,50;-46136443,99
8 + Aktivierte Eigenleistungen;-502758,68;-403067,37;-412491,00;-616158,48;-655590,60;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1229705518,15;-1230745485,46;-1250455364,62;-1245180973,02;-1291815332,13;-1314267020,24;-1330331120,13;-1336308783,69
11 - Personalaufwendungen;216265554,70;209633179,58;220619948,00;228550382,21;229633314,75;231796709,30;234435183,05;237260191,73
12 - Versorgungsaufwendungen;31029974,74;41322390,23;24129252,00;26096000,00;26145612,00;26639706,00;26852206,00;28064899,00
13 - Aufwendungen für Sach- und Dienstleistungen;203476602,18;247854831,61;237969878,00;146979313,00;151267398,00;153744822,00;153871673,00;153046388,00
14 - Bilanzielle Abschreibungen;41781470,21;40363973,31;36960890,55;37097090,10;26172844,19;24505964,42;23070237,72;22069461,83
15 - Transferaufwendungen;423617691,86;438354264,29;446734257,00;512742773,00;541224253,00;558630528,00;570468728,00;567854378,00
16 - Sonstige ordentliche Aufwendungen;318743076,59;272177320,72;253215144,00;268000153,00;273460987,00;275199812,00;279418817,00;280127557,00
17 = Ordentliche Aufwendungen;1234914370,28;1249705959,74;1219629369,55;1219465711,31;1247904408,94;1270517541,72;1288116844,77;1288422875,56
18 = Ordentliches Ergebnis (= 10 + 17);5208852,13;18960474,28;-30825995,07;-25715261,71;-43910923,19;-43749478,52;-42214275,36;-47885908,13
19 + Finanzerträge;-9365603,00;-9301661,89;-8405200,00;-12115500,00;-9963700,00;-9510200,00;-9503000,00;-9595800,00
20 - Zinsen und ähnliche Finanzaufwendungen;46800167,14;46600700,87;59700400,00;49351950,00;50938550,00;49492950,00;48808350,00;48782150,00
21 = Finanzergebnis (= 19 + 20);37434564,14;37299038,98;51295200,00;37236450,00;40974850,00;39982750,00;39305350,00;39186350,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);42643416,27;56259513,26;20469204,93;11521188,29;-2936073,19;-3766728,52;-2908925,36;-8699558,13
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Jahresergebnis (= 22 + 25);42643416,27;56259513,26;20469204,93;11521188,29;-2936073,19;-3766728,52;-2908925,36;-8699558,13
Nachrichtlich Verrechnung mit allgRücklage;;;;;;;;
27 + Verrechnete Erträge bei Vermögensgegenständen;-63903873,44;;;;;;;
28 - Verrechnete Aufwendungen bei Vermögensgegenständen;357317241,75;;;;;;;
29 = Verrechnungssaldo (= 27 + 28);293413368,31;;;;;;;
