;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3901,74;-8829,17;;-13104,03;-13104,02;-13104,03;-13104,02;-13104,03
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-9130,97;;;;;
5 + Privatrechtliche Leistungsentgelte;-49267,49;-54195,99;-75900,00;-59000,00;-59000,00;-59000,00;-59000,00;-59000,00
6 + Kostenerstattungen und Kostenumlagen;;-952,00;;;;;;
7 + Sonstige ordentliche Ertäge;-12537,47;-9130,97;-50,00;-9180,97;-9180,97;-9180,97;-9180,97;-9180,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-65706,70;-73108,13;-85080,97;-81285,00;-81284,99;-81285,00;-81284,99;-81285,00
11 - Personalaufwendungen;713809,36;712975,97;711231,06;902541,54;914806,00;926890,54;942181,51;958389,69
12 - Versorgungsaufwendungen;0,69;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1563389,79;1363924,90;1466827,48;1517072,76;1517072,76;1517197,08;1517449,44;1517709,36
14 - Bilanzielle Abschreibungen;925899,62;821166,59;816489,97;754207,74;630704,13;548383,16;534299,08;527458,95
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;33609,55;35630,57;35599,17;39648,29;39648,29;39648,29;39648,29;39648,29
17 = Ordentliche Aufwendungen (Summe 11-16);3236709,01;2933698,03;3030147,68;3213470,33;3102231,18;3032119,07;3033578,32;3043206,29
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);3171002,31;2860589,90;2945066,71;3132185,33;3020946,19;2950834,07;2952293,33;2961921,29
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);3171002,31;2860589,90;2945066,71;3132185,33;3020946,19;2950834,07;2952293,33;2961921,29
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);3171002,31;2860589,90;2945066,71;3132185,33;3020946,19;2950834,07;2952293,33;2961921,29
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;296985,85;204933,17;220148,65;221079,16;217875,31;219949,54;220446,17;220938,81
29 = Ergebnis  (= 26, 27, 28);3467988,16;3065523,07;3165215,36;3353264,49;3238821,50;3170783,61;3172739,50;3182860,10
