;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1422955,75;-2472,27;;-3688,61;-3688,61;-3688,61;-3688,62;-3688,66
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-209,94;;;;;
5 + Privatrechtliche Leistungsentgelte;-1833702,74;-1681440,70;-2440320,00;-2077520,00;-2077520,00;-2077520,00;-2077520,00;-2077520,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-1067,04;-703,69;-150,00;-307,92;-307,92;-307,92;-307,92;-307,92
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-3257725,53;-1684616,66;-2440679,94;-2081516,53;-2081516,53;-2081516,53;-2081516,54;-2081516,58
11 - Personalaufwendungen;3989136,90;3757258,79;3804006,89;4322064,41;4398915,21;4480507,31;4568375,49;4649518,57
12 - Versorgungsaufwendungen;3,41;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2749505,94;2838949,14;2867090,08;2495868,76;2495868,76;2530179,40;2599830,84;2671570,00
14 - Bilanzielle Abschreibungen;42554,73;80830,01;25329,61;29456,91;28239,53;24980,48;22090,77;17230,10
15 - Transferaufwendungen;1418957,00;;;;;;;
16 - Sonstige ordentliche Aufwendungen;4082454,69;4259865,20;6122936,50;5484250,65;5448150,61;5448150,61;5448150,61;5448150,61
17 = Ordentliche Aufwendungen (Summe 11-16);12282612,67;10936903,14;12819363,08;12331640,73;12371174,11;12483817,80;12638447,71;12786469,28
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);9024887,14;9252286,48;10378683,14;10250124,20;10289657,58;10402301,27;10556931,17;10704952,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);9024887,14;9252286,48;10378683,14;10250124,20;10289657,58;10402301,27;10556931,17;10704952,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);9024887,14;9252286,48;10378683,14;10250124,20;10289657,58;10402301,27;10556931,17;10704952,70
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;874650,87;571070,61;609439,77;502781,58;495853,21;505815,93;512898,19;519575,21
29 = Ergebnis  (= 26, 27, 28);9899538,01;9823357,09;10988122,91;10752905,78;10785510,79;10908117,20;11069829,36;11224527,91
