;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-92361,75;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-69774,43;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-248,53;0,00;;;;;;
7 + Sonstige ordentliche Ertäge;-1376,79;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-163761,50;0,00;;;;;;
11 - Personalaufwendungen;1160623,97;;;;;;;
12 - Versorgungsaufwendungen;1,07;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3844252,63;0,00;;;;;;
14 - Bilanzielle Abschreibungen;214361,47;;;;;;;
15 - Transferaufwendungen;6247,33;;;;;;;
16 - Sonstige ordentliche Aufwendungen;4819232,30;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);10044718,77;0,00;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);9880957,27;0,00;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);9880957,27;0,00;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);9880957,27;0,00;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;680974,19;;;;;;;
29 = Ergebnis  (= 26, 27, 28);10561931,46;0,00;;;;;;
