;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-252190,71;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-10266,04;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-193,29;0,00;;;;;;
7 + Sonstige ordentliche Ertäge;-7086,73;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-269736,77;0,00;;;;;;
11 - Personalaufwendungen;480984,22;;;;;;;
12 - Versorgungsaufwendungen;0,45;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1514504,62;0,00;;;;;;
14 - Bilanzielle Abschreibungen;118742,08;;;;;;;
15 - Transferaufwendungen;241133,59;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2047540,45;;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);4402905,41;0,00;;;;;;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);4133168,64;0,00;;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);4133168,64;0,00;;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);4133168,64;0,00;;;;;;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;359723,38;;;;;;;
29 = Ergebnis  (= 26, 27, 28);4492892,02;0,00;;;;;;
