;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-35325,91;-44072,98;-40002,40;-40025,08;-40025,08;-40025,08;-40025,08;-40025,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-932,93;-893,16;-818,64;-818,64;-818,64;-818,64;-818,64
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-42769,09;-77430,74;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-78095,00;-122436,65;-41395,56;-41343,72;-41343,72;-41343,72;-41343,72;-41343,72
11 - Personalaufwendungen;300915,46;334963,28;281305,76;435300,84;436517,48;435829,00;436771,56;440104,40
12 - Versorgungsaufwendungen;0,24;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5313,16;6566,75;6132,72;5908,20;5908,20;5989,32;6154,56;6324,72
14 - Bilanzielle Abschreibungen;513,86;30,81;36,84;30,84;30,84;30,84;30,84;30,84
15 - Transferaufwendungen;47412,00;86346,00;40000,00;40000,00;40000,00;40000,00;40000,00;40000,00
16 - Sonstige ordentliche Aufwendungen;57702,16;70277,14;21850,08;13923,40;13923,40;13923,40;13923,40;13923,40
17 = Ordentliche Aufwendungen (Summe 11-16);411856,88;498183,98;349325,40;495163,28;496379,92;495772,56;496880,36;500383,36
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);333761,88;375747,33;307929,84;453819,56;455036,20;454428,84;455536,64;459039,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);333761,88;375747,33;307929,84;453819,56;455036,20;454428,84;455536,64;459039,64
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);333761,88;375747,33;307929,84;453819,56;455036,20;454428,84;455536,64;459039,64
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;172973,86;221006,60;186592,62;216304,02;215669,47;215904,72;215909,40;216024,56
29 = Ergebnis  (= 26, 27, 28);506735,74;596753,93;494522,46;670123,58;670705,67;670333,56;671446,04;675064,20
