;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-339837,33;-52872,24;-143765,23;-124426,48;-107369,55;-81065,06;-67547,59
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;-705,27;;;;;
5 + Privatrechtliche Leistungsentgelte;;-184271,99;-167774,52;-549427,44;-549427,44;-549427,44;-549427,44;-549427,44
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;-1299,12;;-3132,32;-3132,22;-3132,32;-3069,23;-3069,24
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);;-525408,44;-221352,03;-696324,99;-676986,14;-659929,31;-633561,73;-620044,27
11 - Personalaufwendungen;;1061554,76;872539,87;986110,28;1003440,21;1021825,17;1042137,69;1061124,45
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;0,00;1526542,86;1560402,84;4144569,76;4144569,76;4199141,32;4309921,48;4424025,04
14 - Bilanzielle Abschreibungen;;261515,40;153671,23;288290,35;261347,16;214082,27;177736,62;133651,92
15 - Transferaufwendungen;;6777,40;7100,00;7100,00;7100,00;7100,00;7100,00;7100,00
16 - Sonstige ordentliche Aufwendungen;;2161075,43;2266531,79;5642637,28;5642637,28;5642637,28;5642637,28;5642637,28
17 = Ordentliche Aufwendungen (Summe 11-16);0,00;5017465,85;4860245,73;11068707,67;11059094,41;11084786,04;11179533,07;11268538,69
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);0,00;4492057,41;4638893,70;10372382,68;10382108,27;10424856,73;10545971,34;10648494,42
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);0,00;4492057,41;4638893,70;10372382,68;10382108,27;10424856,73;10545971,34;10648494,42
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);0,00;4492057,41;4638893,70;10372382,68;10382108,27;10424856,73;10545971,34;10648494,42
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;365708,07;331645,17;459383,67;452160,07;458916,10;464881,59;470813,14
29 = Ergebnis  (= 26, 27, 28);0,00;4857765,48;4970538,87;10831766,35;10834268,34;10883772,83;11010852,93;11119307,56
